Acronimo,Agente_libre,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,Bateos_en_contra,Bateos_en_contra_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras_en_contra,Carreras_en_contra_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_juegos,Posicion,Promedio_victorias,Saves,Saves_2,Strike-outs,Strike-outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
CHW,No,6.4,2022,2024,1,0,10,100,0,2,5,7,49,7,49,1.7272727272727273,2.9834710743801653,0.07784854918612881,0.006060396610385117,0.13446567586694977,0.018081017986355596,4.02,16.160399999999996,29,29,Chicago White Sox,Illinois,4480664,15.7,246.48999999999998,14,162,0,Kyle Crick,0,0,1250000,6,225.0,11,0.08641975308641975,RP,0.5,0,0,19,361,1250000,1250000,0.006,1250000,0.0,0.0,1250000,63000000,1250000,81,0.15,0.0225,1.34,1.7956000000000003,3,11,121,2,4,14.038654109278484,14.038654109278484,14.038654109278484
LAA,No,6.0,2022,0,1,0,13,169,0,5,9,5,25,5,25,1.1,1.2100000000000002,0.07262164124909222,0.005273902777711853,0.07988380537400144,0.006381422361031341,2.94,8.6436,25,25,Los Angeles Angels,California,195950,15.3,234.09000000000003,4,162,3,Jhonathan Diaz,1,1,134610,1,170.0,10,0.024691358024691357,SP,0.4506172839506173,0,0,11,121,134610,700000,0.001,700000,0.0,0.0,700000,123750000,700000,73,0.4,0.16000000000000003,1.5,2.25,1,10,100,1,1,11.810136987638138,13.458835614025542,13.458835614025542
SF,No,6.2,2022,2028,1,1,19,361,0,5,7,12,144,12,144,2.5714285714285716,6.612244897959185,0.05185185185185185,0.0026886145404663923,0.13333333333333333,0.017777777777777778,7.2,51.84,26,25,San Francisco Giants,California,482639,15.0,225.0,11,162,1,Thomas Szapucki,1,1,84612,23,181.0,27,0.06790123456790123,RP,0.5,0,0,18,324,84612,700000,0.001,700000,0.0,0.0,700000,140700000,700000,81,1.2584499999999992,1.583696402499998,1.73,2.9929,8,7,49,0,0,11.345831379507041,13.458835614025542,13.458835614025542
NYY,No,6.3,2022,2023,1,1,13,169,0,2,4,6,36,5,25,3.2,10.240000000000002,0.037037037037037035,0.0013717421124828531,0.11851851851851852,0.014046639231824419,3.0,9.0,31,30,New York Yankees,New York,8459778,15.0,225.0,14,162,0,Chad Green,1,1,4000000,40,215.0,58,0.08641975308641975,RP,0.6111111111111112,1,1,16,256,4000000,4000000,0.016,4000000,0.0,0.0,4000000,37400000,4000000,99,0.06,0.0036,1.2,1.44,27,5,25,1,1,15.201804919084164,15.201804919084164,15.201804919084164
MIA,No,5.580428134556572,2022,0,1,0,25,625,0,2,2,17,289,16,256,1.7142857142857142,2.9387755102040813,0.10582010582010583,0.011197894795778396,0.18140589569161,0.03290809899167529,9.82,96.4324,23,23,Miami Marlins,Florida,324992,14.7,216.08999999999997,13,162,0,Andrew Nardi,1,1,199992,2,209.35153583617748,3,0.08024691358024691,RP,0.4259259259259259,0,0,24,576,199992,700000,0.002,700000,0.0,0.0,700000,89000000,700000,69,1.2584499999999992,1.583696402499998,2.66,7.0756000000000006,2,14,196,1,1,12.206032644730152,13.458835614025542,13.458835614025542
SD,No,6.2,2022,2023,2,3,14,196,0,5,3,8,64,8,64,2.625,6.890625,0.06216006216006215,0.0038638733277427907,0.16317016317016314,0.026624502148977665,5.02,25.200399999999995,31,28,San Diego Padres,California,7531836,14.3,204.49,15,162,0,Pierce Johnson,2,4,3000000,2,200.0,7,0.09259259259259259,RP,0.5493827160493827,0,0,21,441,3000000,3000000,0.013,3000000,0.0,0.0,2500000,32500000,5000000,89,1.2584499999999992,1.583696402499998,1.53,2.3409,0,8,64,1,1,14.914122846632385,14.914122846632385,14.914122846632385
TB,No,6.3,2022,2027,1,1,20,400,0,2,4,15,225,13,169,2.1,4.41,0.07936507936507936,0.006298815822625346,0.16666666666666666,0.027777777777777776,8.36,69.88959999999999,30,29,Tampa Bay Rays,Florida,728585,14.0,196.0,14,162,1,Jimmy Yacabonis,1,1,61536,2,205.0,8,0.08641975308641975,RP,0.5308641975308642,0,0,21,441,61536,700000,0.001,700000,0.0,0.0,700000,18900000,700000,86,1.2584499999999992,1.583696402499998,2.14,4.5796,0,10,100,1,1,11.027377648388507,13.458835614025542,13.458835614025542
BAL,No,6.2,2022,0,1,0,17,289,0,1,3,9,81,9,81,3.1666666666666665,10.027777777777777,0.04866180048661801,0.0023679708265994166,0.15409570154095703,0.023745485233399706,5.93,35.164899999999996,23,23,Baltimore Orioles,Maryland,3138456,13.7,187.68999999999997,11,162,1,D.L. Hall,1,1,138456,7,195.0,14,0.06790123456790123,RP,0.5123456790123457,1,1,19,361,138456,700000,0.003,700000,0.0,0.0,700000,7900000,700000,83,1.2584499999999992,1.583696402499998,1.68,2.8223999999999996,3,6,36,1,1,11.838307864604834,13.458835614025542,13.458835614025542
SEA,Si,6.3,2022,2023,1,1,5,25,0,1,2,2,4,2,4,1.625,2.640625,0.06683375104427736,0.004466750278648445,0.1086048454469507,0.01179501245455605,1.35,1.8225000000000002,31,30,Seattle Mariners,Washington,17904495,13.3,176.89000000000001,10,162,0,Matt Boyd,0,0,1828544,0,234.0,5,0.06172839506172839,RP,0.5555555555555556,0,0,13,169,1828544,5200000,0.016,5200000,0.0,0.0,5200000,115700000,5200000,90,0.43,0.18489999999999998,0.98,0.9603999999999999,0,8,64,2,4,14.419030579722032,15.464169183551656,15.464169183551656
LAA,No,6.3,2022,2028,1,1,7,49,0,5,9,6,36,5,25,2.5714285714285716,6.612244897959185,0.05847953216374269,0.0034198556820902153,0.15037593984962405,0.02261292328565775,3.38,11.424399999999999,30,29,Los Angeles Angels,California,334204,13.3,176.89000000000001,12,162,0,Zack Weiss,1,1,130764,1,210.0,10,0.07407407407407407,RP,0.4506172839506173,0,0,18,324,130764,700000,0.001,700000,0.0,0.0,700000,123750000,700000,73,0.28,0.07840000000000001,1.05,1.1025,1,7,49,0,0,11.781149450764886,13.458835614025542,13.458835614025542
CHC,No,6.1,2022,2027,1,1,9,81,0,2,11,5,25,5,25,9.5,90.25,0.01670843776106934,0.0002791718924155278,0.15873015873015872,0.025195263290501382,3.38,11.424399999999999,27,26,Chicago Cubs,Illinois,1364582,13.3,176.89000000000001,6,162,0,Adbert Alzolay,1,1,718250,17,208.0,21,0.037037037037037035,RP,0.4567901234567901,0,0,19,361,718250,718250,0.005,718250,0.0,0.0,718250,109707000,718250,74,1.2584499999999992,1.583696402499998,0.82,0.6723999999999999,3,2,4,2,4,13.484572976841536,13.484572976841536,13.484572976841536
OAK,No,6.2,2022,0,1,1,11,121,0,5,2,4,16,4,16,3.2,10.240000000000002,0.04177109440267335,0.0017448243275970487,0.1336675020885547,0.01786700111459378,2.7,7.290000000000001,29,28,Oakland Athletics,California,115380,13.3,176.89000000000001,12,162,0,Tyler Cyr,0,0,111534,15,211.0,29,0.07407407407407407,RP,0.3703703703703703,0,0,16,256,111534,700000,0.002,700000,0.0,0.0,700000,1700000,700000,60,1.2584499999999992,1.583696402499998,1.2,1.44,9,5,25,1,1,11.6220847561352,13.458835614025542,13.458835614025542
MIL,No,6.4,2022,2028,1,0,10,100,0,1,5,4,16,4,16,2.625,6.890625,0.06683375104427736,0.004466750278648445,0.17543859649122806,0.03077870113881194,2.7,7.290000000000001,27,27,Milwaukee Brewers,Wisconsin,889475,13.3,176.89000000000001,12,162,0,Jake Cousins,1,1,570507,1,185.0,8,0.07407407407407407,RP,0.5308641975308642,0,0,21,441,570507,706400,0.004,706400,0.0,0.0,706400,13625000,706400,86,0.19,0.0361,1.35,1.8225000000000002,0,8,64,2,4,13.254280718147642,13.467936928271888,13.467936928271888
MIL,No,6.3,2022,2028,1,0,12,144,0,1,5,7,49,6,36,1.125,1.265625,0.06683375104427736,0.004466750278648445,0.07518796992481203,0.005653230821414438,4.05,16.4025,28,28,Milwaukee Brewers,Wisconsin,772213,13.3,176.89000000000001,12,162,0,Miguel Sanchez,1,1,511518,1,205.0,8,0.07407407407407407,RP,0.5308641975308642,0,0,9,81,511518,700000,0.004,700000,0.0,0.0,700000,13625000,700000,86,0.02,0.0004,1.5,2.25,0,8,64,1,1,13.145138054370479,13.458835614025542,13.458835614025542
LAD,No,6.1,2022,2023,2,1,5,25,275000,5,9,4,16,4,16,4.666666666666667,21.777777777777782,0.026246719160104987,0.0006888902666694222,0.12248468941382328,0.015002499140800752,2.84,8.0656,32,31,Los Angeles Dodgers,California,10125891,12.7,161.29,13,162,0,Tommy Kahnle,0,0,3450000,25,235.0,36,0.08024691358024691,RP,0.6851851851851852,1,1,14,196,3725000,3450000,0.014,3725000,0.0,0.0,2625000,267800000,5250000,111,0.31,0.0961,0.63,0.39690000000000003,7,3,9,0,0,15.130577409795796,15.053884789007542,15.130577409795796
MIA,No,5.580428134556572,2022,0,1,0,19,361,0,2,2,17,289,17,289,1.2,1.44,0.043744531933508315,0.0019135840740817287,0.05249343832020997,0.0027555610666776887,12.08,145.9264,25,25,Miami Marlins,Florida,329696,12.7,161.29,8,162,1,Bryan Hoeing,1,1,99996,2,209.35153583617748,3,0.04938271604938271,RP,0.4259259259259259,0,0,6,36,99996,700000,0.001,700000,0.0,0.0,700000,89000000,700000,69,1.2584499999999992,1.583696402499998,1.89,3.5721,2,5,25,1,1,11.512885464170207,13.458835614025542,13.458835614025542
DET,No,6.4,2022,0,1,1,9,81,0,1,4,3,9,3,9,1.75,3.0625,0.03499562554680665,0.0012246938074123063,0.06124234470691164,0.003750624785200188,2.13,4.536899999999999,25,24,Detroit Tigers,Michigan,115380,12.7,161.29,8,162,0,Angel De Jesus,0,0,115380,11,200.0,16,0.04938271604938271,RP,0.4074074074074074,0,0,7,49,115380,700000,0.001,700000,0.0,0.0,700000,235500000,700000,66,0.24,0.0576,1.03,1.0609,4,4,16,0,0,11.655986307810881,13.458835614025542,13.458835614025542
KC,No,6.0,2022,2028,1,0,9,81,0,2,2,3,9,2,4,1.0,1.0,0.030303030303030304,0.0009182736455463729,0.030303030303030304,0.0009182736455463729,1.64,2.6895999999999995,22,22,Kansas City Royals,Missouri,297651,11.0,121.0,3,162,2,Angel Zerpa,1,1,288450,4,175.0,9,0.018518518518518517,SP,0.4012345679012346,0,0,3,9,288450,700000,0.003,700000,0.0,0.0,700000,13975000,700000,65,0.45,0.2025,1.09,1.1881000000000002,2,3,9,2,4,12.572277039685035,13.458835614025542,13.458835614025542
PHI,No,5.580428134556572,2022,0,1,0,9,81,0,2,7,2,4,2,4,1.6666666666666667,2.777777777777778,0.032362459546925564,0.0010473287879263935,0.05393743257820927,0.002909246633128871,1.74,3.0276,30,30,Philadelphia Phillies,Pennsylvania,6449996,10.3,106.09000000000002,6,162,0,Mark Appel,0,0,99996,8,209.35153583617748,15,0.037037037037037035,RP,0.5370370370370371,0,0,5,25,99996,700000,0.0,700000,0.0,0.0,700000,204150000,700000,87,0.28,0.07840000000000001,1.16,1.3456,2,3,9,0,0,11.512885464170207,13.458835614025542,13.458835614025542
NYM,No,6.3,2022,2027,1,0,7,49,0,2,6,6,36,6,36,1.1428571428571428,1.3061224489795917,0.07777777777777778,0.006049382716049383,0.08888888888888889,0.007901234567901235,5.4,29.160000000000004,26,26,New York Mets,New York,2517238,10.0,100.0,7,162,0,Sean Reid-Foley,0,0,717500,5,220.0,10,0.043209876543209874,RP,0.6234567901234568,0,0,8,64,717500,717500,0.003,717500,0.0,0.0,717500,259270000,717500,101,1.2584499999999992,1.583696402499998,1.4,1.9599999999999997,2,7,49,0,0,13.483528226615913,13.483528226615913,13.483528226615913
DET,No,6.3,2022,2027,1,1,13,169,0,1,4,6,36,6,36,2.0,4.0,0.022222222222222223,0.0004938271604938272,0.044444444444444446,0.0019753086419753087,5.4,29.160000000000004,25,24,Detroit Tigers,Michigan,8919130,10.0,100.0,2,162,2,Casey Mize,1,1,714200,11,220.0,16,0.012345679012345678,SP,0.4074074074074074,0,0,4,16,714200,714200,0.005,714200,0.0,0.0,714200,235500000,714200,66,1.2584499999999992,1.583696402499998,1.5,2.25,4,2,4,0,0,13.478918314142485,13.478918314142485,13.478918314142485
CHC,No,6.0,2022,2024,1,1,8,64,0,2,11,4,16,3,9,1.6,2.5600000000000005,0.06172839506172839,0.0038103947568968143,0.09876543209876543,0.009754610577655844,3.0,9.0,30,29,Chicago Cubs,Illinois,4248362,9.0,81.0,9,162,0,Steven Brault,0,0,667602,17,195.0,21,0.05555555555555555,RP,0.4567901234567901,0,0,8,64,667602,1500000,0.004,1500000,0.0,0.0,1500000,109707000,1500000,74,0.22,0.0484,1.44,2.0736,3,5,25,0,0,13.411447466571202,14.22097566607244,14.22097566607244
SF,No,6.3,2022,0,1,0,5,25,0,5,7,1,1,1,1,2.0,4.0,0.03831417624521073,0.0014679761013490704,0.07662835249042146,0.0058719044053962815,1.04,1.0816000000000001,26,26,San Francisco Giants,California,1885076,8.7,75.68999999999998,6,162,0,Luis Ortiz,0,0,49998,23,230.0,27,0.037037037037037035,SP,0.5,0,0,6,36,49998,700000,0.0,700000,0.0,0.0,700000,140700000,700000,81,0.19,0.0361,0.92,0.8464,8,3,9,0,0,10.819738283610262,13.458835614025542,13.458835614025542
WSH,No,6.1,2022,0,1,1,9,81,0,1,5,5,25,4,16,1.0,1.0,0.08939974457215837,0.007992314329567159,0.08939974457215837,0.007992314329567159,4.15,17.222500000000004,25,24,Washington Nationals,Washington DC,609596,8.7,75.68999999999998,4,162,1,Evan Lee,1,1,484596,1,200.0,6,0.024691358024691357,RP,0.3395061728395062,0,0,7,49,484596,700000,0.004,700000,0.0,0.0,700000,23750000,700000,55,0.02,0.0004,1.85,3.4225000000000003,1,7,49,0,0,13.091070833100202,13.458835614025542,13.458835614025542
SF,Si,6.6,2022,2028,1,0,6,36,0,5,7,6,36,6,36,2.5,6.25,0.05108556832694764,0.002609735291287236,0.1277139208173691,0.016310845570545223,6.23,38.812900000000006,28,28,San Francisco Giants,California,404221,8.7,75.68999999999998,10,162,0,Andrew Vasquez,0,0,8792,23,228.0,27,0.06172839506172839,RP,0.5,0,0,10,100,8792,800000,0.0,800000,0.0,0.0,800000,140700000,800000,81,1.2584499999999992,1.583696402499998,1.15,1.3224999999999998,8,4,16,0,0,9.081597496083457,13.592367006650065,13.592367006650065
BAL,No,6.3,2022,2025,2,1,8,64,0,1,3,3,9,3,9,3.5,12.25,0.027777777777777776,0.0007716049382716049,0.09722222222222222,0.00945216049382716,3.38,11.424399999999999,29,28,Baltimore Orioles,Maryland,4334325,8.0,64.0,2,162,2,John Means,0,0,2950000,7,235.0,14,0.012345679012345678,SP,0.5123456790123457,0,0,7,49,2950000,2950000,0.066,2950000,0.0,0.0,2962500,7900000,5925000,83,0.2,0.04000000000000001,1.25,1.5625,3,2,4,0,0,14.897315728316002,14.897315728316002,14.897315728316002
MIL,No,6.4,2022,2027,1,1,9,81,0,1,5,6,36,4,16,1.0,1.0,0.060882800608828,0.0037067154099743073,0.060882800608828,0.0037067154099743073,4.91,24.1081,31,30,Milwaukee Brewers,Wisconsin,1147743,7.3,53.29,7,162,0,Justin Topa,0,0,570984,1,200.0,8,0.043209876543209874,RP,0.5308641975308642,0,0,4,16,570984,702200,0.004,702200,0.0,0.0,702200,13625000,702200,86,1.2584499999999992,1.583696402499998,1.77,3.1329000000000002,0,4,16,0,0,13.25511646722979,13.46197354271647,13.46197354271647
SF,No,6.3,2022,2023,1,0,6,36,0,5,7,5,25,5,25,4.666666666666667,21.777777777777782,0.047619047619047616,0.0022675736961451243,0.2222222222222222,0.04938271604938271,6.43,41.344899999999996,31,31,San Francisco Giants,California,21632936,7.0,49.0,4,162,0,Shelby Miller,1,1,49998,23,225.0,27,0.024691358024691357,SP,0.5,0,0,14,196,49998,700000,0.0,700000,0.0,0.0,700000,140700000,700000,81,1.2584499999999992,1.583696402499998,1.29,1.6641000000000001,8,3,9,0,0,10.819738283610262,13.458835614025542,13.458835614025542
TEX,No,6.4,2022,2028,1,1,10,100,0,2,8,9,81,9,81,0.6666666666666666,0.4444444444444444,0.14285714285714285,0.02040816326530612,0.09523809523809523,0.009070294784580497,11.57,133.8649,24,23,Texas Rangers,Texas,777352,7.0,49.0,4,162,0,A.J. Alexy,1,1,73074,2,195.0,8,0.024691358024691357,RP,0.419753086419753,0,0,6,36,73074,700000,0.001,700000,0.0,0.0,700000,580700000,700000,68,1.2584499999999992,1.583696402499998,2.71,7.3441,0,9,81,1,1,11.199227905315166,13.458835614025542,13.458835614025542
DET,No,6.1,2022,0,1,1,12,144,0,1,4,3,9,3,9,1.0,1.0,0.015873015873015872,0.00025195263290501383,0.015873015873015872,0.00025195263290501383,3.86,14.8996,26,25,Detroit Tigers,Michigan,1023060,7.0,49.0,57,162,31,Kody Clemens,0,0,423060,11,170.0,16,0.35185185185185186,2B,0.4074074074074074,0,0,1,1,423060,700000,0.003,700000,0.0,0.0,700000,235500000,700000,66,1.2584499999999992,1.583696402499998,1.86,3.4596000000000005,4,1,1,0,0,12.955269291941141,13.458835614025542,13.458835614025542
TB,No,6.8,2022,2024,1,0,4,16,0,2,4,1,1,1,1,5.0,25.0,0.03316749585406301,0.001100082781229287,0.16583747927031509,0.027502069530732184,1.35,1.8225000000000002,28,28,Tampa Bay Rays,Florida,12200032,6.7,44.89,2,162,2,Tyler Glasnow,0,0,5100000,2,225.0,8,0.012345679012345678,SP,0.5308641975308642,0,0,10,100,5100000,5100000,0.052,5100000,0.0,0.0,5100000,18900000,5100000,86,0.35,0.12249999999999998,0.9,0.81,0,2,4,0,0,15.444751097694555,15.444751097694555,15.444751097694555
CIN,No,6.2,2022,2025,1,1,5,25,0,2,4,7,49,7,49,0.8333333333333334,0.6944444444444445,0.09950248756218905,0.009900745031063586,0.08291873963515754,0.006875517382683046,9.45,89.30249999999998,28,27,Cincinnati Reds,Ohio,4269883,6.7,44.89,6,162,0,Lucas Sims,0,0,1250000,10,225.0,16,0.037037037037037035,RP,0.382716049382716,1,1,5,25,1250000,1250000,0.011,1250000,0.0,0.0,1250000,14825000,1250000,62,1.2584499999999992,1.583696402499998,1.65,2.7224999999999997,5,6,36,1,1,14.038654109278484,14.038654109278484,14.038654109278484
ATL,No,6.2,2022,2027,1,1,11,121,0,1,6,10,100,10,100,1.3333333333333333,1.7777777777777777,0.09950248756218905,0.009900745031063586,0.13266998341625205,0.017601324499668593,13.5,182.25,24,23,Atlanta Braves,Georgia,1651883,6.7,44.89,2,162,2,Huascar Ynoa,2,4,106812,18,220.0,28,0.012345679012345678,SP,0.6234567901234568,0,0,8,64,106812,720000,0.001,720000,0.0,0.0,720000,61250000,720000,101,1.2584499999999992,1.583696402499998,2.55,6.5024999999999995,4,6,36,0,0,11.578825558746932,13.487006490992238,13.487006490992238
BOS,No,6.2,2022,2027,1,0,14,196,0,1,6,17,289,16,256,1.125,1.265625,0.13266998341625205,0.017601324499668593,0.14925373134328357,0.02227667631989307,21.6,466.56000000000006,25,25,Boston Red Sox,Massachusetts,1149719,6.7,44.89,7,162,0,Darwinzon Hernandez,1,1,92304,14,255.0,25,0.043209876543209874,RP,0.4814814814814814,0,0,9,81,92304,700000,0.0,700000,0.0,0.0,700000,173000000,700000,78,1.2584499999999992,1.583696402499998,3.3,10.889999999999999,9,8,64,0,0,11.43284275649667,13.458835614025542,13.458835614025542
SF,No,6.1,2022,2028,1,0,9,81,0,5,7,4,16,4,16,0.0,0.0,0.017636684303350973,0.0003110526332160666,0.0,0.0,5.68,32.2624,26,26,San Francisco Giants,California,1319877,6.3,39.69,98,162,89,Luis Gonzalez,0,0,584592,23,195.0,27,0.6049382716049383,RF,0.5,0,0,0,0,584592,700000,0.004,700000,34.41,1184.0480999999997,700000,140700000,700000,81,0.23,0.0529,1.58,2.4964000000000004,8,1,1,0,0,13.278669446995002,13.458835614025542,13.458835614025542
MIA,No,6.0,2022,0,1,1,7,49,0,2,2,5,25,5,25,3.0,9.0,0.037037037037037035,0.0013717421124828531,0.1111111111111111,0.012345679012345678,7.5,56.25,23,22,Miami Marlins,Florida,7011526,6.0,36.0,2,162,2,Max Meyer,1,1,311526,2,195.0,3,0.012345679012345678,SP,0.4259259259259259,0,0,6,36,311526,700000,0.004,700000,0.0,0.0,700000,89000000,700000,69,1.2584499999999992,1.583696402499998,1.5,2.25,2,2,4,0,0,12.649238080821164,13.458835614025542,13.458835614025542
BOS,No,6.6,2022,2025,5,4,5,25,0,1,6,3,9,2,4,5.0,25.0,0.01949317738791423,0.0003799839646766906,0.09746588693957114,0.009499599116917265,3.18,10.112400000000001,33,29,Boston Red Sox,Massachusetts,109195275,5.7,32.49,2,162,2,Chris Sale,1,1,20000000,14,183.0,25,0.012345679012345678,SP,0.4814814814814814,0,0,5,25,20000000,30000000,0.094,30000000,0.0,0.0,29000000,173000000,145000000,78,0.03,0.0009,1.06,1.1236000000000002,9,1,1,0,0,16.811242831518264,17.216707939626428,17.216707939626428
WSH,Si,6.2,2022,2023,1,0,1,1,0,1,5,0,0,0,0,257.0,66049.0,0.0,0.0,0.12578616352201258,0.01582215893358649,0.0,0.0,35,35,Washington Nationals,Washington DC,23372407,5.3,28.09,6,162,0,Sean Doolittle,0,0,1500000,1,204.0,6,0.037037037037037035,RP,0.3395061728395062,0,0,6,36,1500000,1500000,0.012,1500000,0.0,0.0,1500000,23750000,1500000,55,0.37,0.1369,0.19,0.0361,1,0,0,0,0,14.22097566607244,14.22097566607244,14.22097566607244
KC,No,6.1,2022,2027,1,0,11,121,0,2,2,15,225,14,196,0.9,0.81,0.20964360587002098,0.043950441482184695,0.18867924528301888,0.0355998576005696,23.63,558.3769,27,27,Kansas City Royals,Missouri,1981750,5.3,28.09,8,162,0,Jake Brentz,3,9,711250,4,205.0,9,0.04938271604938271,RP,0.4012345679012346,0,0,9,81,711250,711250,0.008,711250,0.0,0.0,711250,13975000,711250,65,1.2584499999999992,1.583696402499998,3.94,15.5236,2,10,100,0,0,13.474779264422677,13.474779264422677,13.474779264422677
LAD,No,6.5,2022,0,2,2,1,1,2000000,5,9,1,1,1,1,6.0,36.0,0.022222222222222223,0.0004938271604938272,0.13333333333333333,0.017777777777777778,1.8,3.24,34,32,Los Angeles Dodgers,California,30034759,5.0,25.0,5,162,0,Blake Treinen,1,1,9000000,25,225.0,36,0.030864197530864196,RP,0.6851851851851852,0,0,6,36,8000000,6000000,0.03,8000000,0.0,0.0,8750000,267800000,17500000,111,0.16,0.0256,0.4,0.16000000000000003,7,1,1,1,1,15.89495209964411,15.60727002719233,15.89495209964411
PIT,No,6.3,2022,2028,1,0,3,9,0,2,6,0,0,0,0,1.3333333333333333,1.7777777777777777,0.06666666666666667,0.0044444444444444444,0.08888888888888889,0.007901234567901235,0.0,0.0,24,24,Pittsburgh Pirates,Pennsylvania,871901,5.0,25.0,2,162,0,Max Kranick,0,0,507494,9,210.0,17,0.012345679012345678,SP,0.382716049382716,0,0,4,16,507494,705000,0.008,705000,0.0,0.0,705000,14100000,705000,62,0.39,0.1521,1.2,1.44,5,3,9,0,0,13.137240167168093,13.465953081794405,13.465953081794405
WSH,No,6.5,2022,2027,7,2,8,64,0,1,5,7,49,7,49,2.5,6.25,0.04728132387706855,0.0022355235875682524,0.11820330969267138,0.013972022422301581,13.5,182.25,33,31,Washington Nationals,Washington DC,172948014,4.7,22.090000000000003,1,162,1,Stephen Strasburg,1,1,23571428,1,235.0,6,0.006172839506172839,SP,0.3395061728395062,0,0,5,25,23571429,35000000,0.186,35000000,0.0,0.0,35000000,23750000,245000000,55,1.2584499999999992,1.583696402499998,2.14,4.5796,1,2,4,0,0,16.97554590099136,17.37085861945369,17.37085861945369
ARI,No,6.2,2022,2025,1,0,9,81,0,1,3,4,16,4,16,0.0,0.0,0.04728132387706855,0.0022355235875682524,0.0,0.0,7.71,59.4441,27,27,Arizona Diamondbacks,Arizona,8191661,4.7,22.090000000000003,104,162,88,Carson Kelly,0,0,3325000,1,220.0,6,0.6419753086419753,C,0.4567901234567901,0,0,0,0,3325000,3325000,0.038,3325000,21.21,449.86410000000006,3325000,23250000,3325000,74,1.2,1.44,2.36,5.569599999999999,1,2,4,0,0,15.016980232072092,15.016980232072092,15.016980232072092
