Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_en_contra_2_t,Bateos_en_contra_2_t_1,Bateos_en_contra_t,Bateos_en_contra_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_en_contra_2_t,Carreras_en_contra_2_t_1,Carreras_en_contra_t,Carreras_en_contra_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
ATL,ATL,6.1,6.1,2021,2020,2020,1,1,0,0,1600,6724,40,82,0,0,7,6,1,1,484,1225,22,35,441,1089,21,33,20.25,53.08163265306122,4.5,7.285714285714286,0.0005013187424513342,9.619769954391889e-05,0.022390148334732716,0.009808042594927843,0.010151704534639518,0.005106330949259857,0.10075566750629722,0.07145859604876,22.752899999999997,13.987600000000002,4.77,3.74,35,34,35,Atlanta Braves,Atlanta Braves,Georgia,14103870,13733500,1576.0900000000001,6288.49,39.7,79.3,5,1,17,51,60,161,Josh Tomlin,4,1,2,1,370370,1000000,18,18,190,190.0,26,25,RP,RP,0.5833333333333334,0.6024844720496895,0,4,0,2,1296,2601,36,51,370370,1000000,1000000,1000000,0.006,0.007,1000000,1000000,0.0,4348.0836,0.0,65.94,1000000,1000000,95750000,52210000,1000000,1000000,35,97,0.22089999999999999,1.4641,0.47,1.21,1.4641,1.2544000000000002,1.21,1.12,3,3,64,49,8,7,4,4,2,2,12.822257784953491,13.815510557964274,13.815510557964274
TEX,PHI,6.066556291390728,5.919150943396229,2021,2020,2020,1,2,0,1,25,3249,5,57,0,250000,4,4,2,2,36,729,6,27,36,625,6,25,0.25,4.591836734693877,0.5,2.142857142857143,0.029220542041054853,0.002433499655585304,0.17094017094017092,0.04933051444679352,0.007305135510263713,0.011174233112381499,0.08547008547008546,0.10570824524312897,1640.25,22.5625,40.5,4.75,33,31,33,Texas Rangers,Philadelphia Phillies,Texas,29571197,29322437,1.6900000000000002,2237.2899999999995,1.3,47.3,0,0,2,47,59,162,Juan Nicasio,0,9,0,3,248760,9000000,2,7,252,252.0,8,14,RP,RP,0.3728813559322034,0.5,0,1,0,1,1,2025,1,45,248760,9250000,1000000,9000000,0.004,0.058,1000000,9250000,0.0,0.0,0.0,0.0,1000000,8500000,55750000,403000000,1000000,17000000,22,81,0.38616860499155536,1.3834999818255351,0.6214246575342464,1.1762227602905562,27.5625,2.7224999999999997,5.25,1.65,0,2,4,441,2,21,0,4,0,2,12.424243855217826,13.815510557964274,13.815510557964274
LAD,LAD,6.0,6.0,2024,0,2020,1,1,0,0,2025,3481,45,59,0,0,4,3,5,5,400,784,20,28,400,484,20,22,6.25,9.910836762688616,2.5,3.1481481481481484,0.0013223140495867767,0.001416856499199476,0.03636363636363636,0.037641154328732745,0.008264462809917356,0.014042233479720457,0.09090909090909091,0.11849993029415865,10.6929,6.200100000000001,3.27,2.49,23,22,23,Los Angeles Dodgers,Los Angeles Dodgers,California,3580638,3210268,3025.0,6352.09,55.0,79.7,10,8,11,37,59,161,Julio Urias,0,9,0,3,370370,565000,25,25,225,225.0,34,33,SP,RP,0.711864406779661,0.6521739130434783,0,16,0,4,2025,7225,45,85,370370,565000,1000000,565000,0.003,0.003,1000000,565000,2859.0409,0.0,53.47,0.0,1000000,565000,15813500,85000000,1000000,565000,42,105,1.3456,1.8496000000000004,1.16,1.36,1.2995999999999999,1.1664,1.14,1.08,7,6,324,729,18,27,9,16,3,4,12.822257784953491,13.815510557964274,13.815510557964274
SEA,SEA,6.2,6.2,0,0,2020,1,1,0,0,961,4,31,2,0,0,4,3,1,1,529,4,23,2,484,4,22,2,1.5026014568158168,0.308641975308642,1.2258064516129032,0.5555555555555556,0.005680753812976934,0.02227667631989307,0.07537077558959397,0.14925373134328357,0.008535908955191148,0.006875517382683046,0.09238998298079261,0.08291873963515754,18.8356,7.290000000000001,4.34,2.7,24,23,24,Seattle Mariners,Seattle Mariners,Washington,3142874,2933800,2088.4900000000002,44.89,45.7,6.7,10,4,10,4,61,162,Justin Dunn,1,0,1,0,209074,555000,0,0,185,185.0,4,4,SP,P,0.4426229508196721,0.419753086419753,0,0,0,0,1444,25,38,5,209074,59680,564500,555000,0.004,0.0,564500,555000,3671.1481000000003,0.0,60.59,0.0,564500,555000,6550000,4450000,564500,555000,27,68,0.11560000000000002,0.04409999999999999,0.34,0.21,1.8496000000000004,2.7224999999999997,1.36,1.65,0,0,961,81,31,9,16,0,4,0,12.25044353526567,13.243695662571854,13.243695662571854
HOU,HOU,6.5,6.5,2022,2022,2020,2,2,2,1,9,18769,3,137,0,0,3,3,2,2,4,4356,2,66,4,4096,2,64,49.0,51.02040816326531,7.0,7.142857142857143,0.0003429355281207133,0.00043792913144800373,0.018518518518518517,0.02092675635276532,0.01680384087791495,0.022343323033061416,0.12962962962962962,0.14947683109118087,9.0,6.6564000000000005,3.0,2.58,35,35,37,Houston Astros,Houston Astros,Texas,241588222,229366000,36.0,49729.0,6.0,223.0,1,34,1,34,60,161,Justin Verlander,0,36,0,6,12222222,20075000,3,3,225,225.0,14,13,SP,SP,0.4833333333333333,0.6583850931677019,0,0,0,0,49,90000,7,300,12222222,20000000,33000000,28000000,0.147,0.119,33000000,28075000,0.0,8361.2736,0.0,91.44,33000000,33000000,15650000,42250000,66000000,66000000,29,106,0.0225,54.4644,0.15,7.38,0.4489000000000001,0.6400000000000001,0.67,0.8,1,1,1,1764,1,42,1,441,1,21,16.318766328238652,17.312018119430753,17.312018119430753
NYM,NYM,6.2,6.2,2021,2021,2020,2,2,1,0,324,1089,18,33,0,0,5,6,2,2,100,144,10,12,64,121,8,11,6.530864197530863,5.362880886426593,2.5555555555555554,2.3157894736842106,0.0025767218944059375,0.0029301710213391124,0.05076142131979696,0.05413105413105413,0.016828220767169638,0.015714158164300617,0.12972363226170333,0.12535612535612536,13.395600000000002,6.4516,3.66,2.54,31,31,32,New York Mets,New York Mets,New York,17271655,15326803,388.09,1521.0,19.7,39.0,0,0,23,45,60,161,Justin Wilson,1,4,1,2,1944852,5000000,5,5,205,205.0,9,9,RP,RP,0.4333333333333333,0.5279503105590062,0,16,0,4,529,1936,23,44,1944852,5000000,5000000,5000000,0.024,0.034,5093000,5000000,2218.4100000000003,0.0,47.1,0.0,5000000,5000000,26300000,79000000,10000000,10000000,26,85,0.0484,1.4884,0.22,1.22,1.8769000000000002,1.7689000000000001,1.37,1.33,2,2,81,361,9,19,4,16,2,4,14.480696439594512,15.424948470398375,15.443377605866742
SEA,SEA,6.0,6.0,2026,2025,2020,1,1,1,1,2704,1936,52,44,0,0,4,3,1,1,529,484,23,22,484,484,22,22,5.76,4.225308641975308,2.4,2.0555555555555554,0.0016148221945522438,0.0030864197530864196,0.04018485031143259,0.05555555555555555,0.009301375840620926,0.013041076055479345,0.09644364074743822,0.11419753086419752,12.8164,30.25,3.58,5.5,23,22,24,Seattle Mariners,Seattle Mariners,Washington,1961223,1751482,3058.0899999999997,1296.0,55.3,36.0,10,7,10,8,61,162,Justus Sheffield,9,1,3,1,209741,113392,0,0,200,200.0,4,4,SP,SP,0.4426229508196721,0.419753086419753,0,0,0,0,2304,1369,48,37,209741,113392,566300,555000,0.004,0.001,566300,555000,7279.5023999999985,0.0,85.32,0.0,566300,555000,6550000,4450000,566300,555000,27,68,0.7744,0.0144,0.88,0.12,1.6900000000000002,2.9583999999999997,1.3,1.72,0,0,400,324,20,18,16,0,4,0,12.253628715184792,13.246879252101897,13.246879252101897
TOR,TOR,6.3,6.3,2021,2021,2020,1,1,0,0,16,1296,4,36,0,0,3,5,1,1,16,121,4,11,16,121,4,11,2.25,23.837370242214536,1.5,4.882352941176471,0.014428843257672084,0.0012701677588351373,0.1201201201201201,0.03563941299790356,0.03246489732976218,0.030277459137077033,0.18018018018018014,0.1740041928721174,96.4324,3.4969000000000006,9.82,1.87,29,28,29,Toronto Blue Jays,Toronto Blue Jays,Toronto,16611599,13056043,13.690000000000001,2809.0,3.7,53.0,0,0,4,55,61,161,Ken Giles,0,9,0,3,3555556,6300000,2,2,210,210.0,8,7,RP,RP,0.5245901639344263,0.4099378881987577,1,529,1,23,36,6889,6,83,3555556,6300000,9600000,6300000,0.065,0.057,9600000,6300000,0.0,8425.404100000002,0.0,91.79,9600000,6300000,108000000,15500000,9600000,6300000,32,66,0.38616860499155536,5.4289000000000005,0.6214246575342464,2.33,4.752400000000001,1.0,2.18,1.0,2,2,16,289,4,17,0,4,0,2,15.084022008427773,16.077273656438063,16.077273656438063
LAD,LAD,6.5,6.5,2022,2022,2020,5,5,3,2,361,2601,19,51,0,1333334,4,3,5,5,121,784,11,28,81,676,9,26,13.444444444444443,25.0,3.6666666666666665,5.0,0.0016935087808430287,0.0007962947410331302,0.0411522633744856,0.02821869488536155,0.022768284720222937,0.019907368525828254,0.15089163237311384,0.14109347442680775,11.0889,13.7641,3.33,3.71,29,29,32,Los Angeles Dodgers,Los Angeles Dodgers,California,72615505,65948838,590.49,3969.0,24.3,63.0,0,0,27,62,59,161,Kenley Jansen,1,9,1,3,6666667,18000000,25,25,265,265.0,34,33,RP/CL,RP/CL,0.711864406779661,0.6521739130434783,121,1156,11,34,1089,6400,33,80,6666667,19333334,18000000,18000000,0.053,0.093,18000000,19333334,255.04090000000002,691.69,15.97,26.3,16000000,16000000,15813500,85000000,80000000,80000000,42,105,0.12249999999999998,0.016900000000000002,0.35,0.13,1.3224999999999998,1.1236000000000002,1.15,1.06,7,6,81,256,9,16,9,25,3,5,15.712630592850154,16.70588231586044,16.70588231586044
MIN,LAD,6.1,6.1,2024,2024,2020,8,8,5,4,1600,12996,40,114,125000,125000,7,3,1,5,400,4900,20,70,400,4761,20,69,64.0,10.980776624375242,8.0,3.3137254901960786,0.00027750020819453114,0.0013592758417974124,0.016658337497917706,0.03686835827369334,0.017760013324449993,0.014925904389687005,0.13326669998334165,0.12217161859321912,7.290000000000001,16.3216,2.7,4.04,27,27,32,Minnesota Twins,Los Angeles Dodgers,Minnesota,40915204,32900000,4448.89,23623.689999999995,66.7,153.7,11,26,11,41,60,161,Kenta Maeda,1,64,1,8,2393704,8400000,6,25,184,184.0,17,33,SP,RP,0.6,0.6521739130434783,0,9,0,3,6400,28561,80,169,5310000,8525000,3000000,3000000,0.095,0.041,5310000,8525000,8798.439999999999,0.0,93.8,0.0,3125000,3125000,134000000,85000000,25000000,25000000,36,105,2.5600000000000005,1.9320999999999997,1.6,1.39,0.5625,1.1449,0.75,1.07,3,6,100,2601,10,51,36,100,6,10,15.485102393218122,14.914122846632385,15.485102393218122
PIT,PIT,6.1,6.1,2021,2021,2020,1,1,1,1,9,361,3,19,0,0,3,2,2,2,1,49,1,7,1,49,1,7,9.0,9.0,3.0,3.0,0.0030864197530864196,0.0016935087808430287,0.05555555555555555,0.0411522633744856,0.027777777777777776,0.015241579027587257,0.16666666666666666,0.12345679012345678,20.25,4.494400000000001,4.5,2.12,26,25,27,Pittsburgh Pirates,Pittsburgh Pirates,Pennsylvania,7423340,6043710,4.0,882.0899999999999,2.0,29.7,0,0,3,32,59,162,Keone Kela,0,0,0,0,1379630,3175000,9,9,220,220.0,17,17,RP,RP,0.3220338983050847,0.4259259259259259,0,1,0,1,9,1089,3,33,1379630,3175000,3725000,3175000,0.054,0.044,3725000,3175000,0.0,0.0,0.0,0.0,3725000,3175000,3900000,4800000,3725000,3175000,19,69,0.0001,1.44,0.01,1.2,4.0,1.0201,2.0,1.01,5,5,1,121,1,11,0,4,0,2,14.137325905241854,15.130577409795796,15.130577409795796
ARI,CIN,6.2,6.2,2026,2025,2020,1,1,0,0,100,25,10,5,0,0,4,1,1,2,9,9,3,3,4,9,2,3,11.111111111111112,4.0,3.3333333333333335,2.0,0.0011111111111111111,0.003607210814418021,0.03333333333333333,0.06006006006006005,0.012345679012345678,0.014428843257672084,0.1111111111111111,0.1201201201201201,3.24,54.1696,1.8,7.36,26,25,26,Arizona Diamondbacks,Cincinnati Reds,Arizona,627053,542948,100.0,13.690000000000001,10.0,3.7,0,0,11,3,60,162,Keury Mella,0,0,0,0,84105,80568,1,10,200,200.0,6,15,RP,RP,0.4166666666666667,0.4629629629629629,0,0,0,0,100,16,10,4,84105,80568,563500,555000,0.001,0.001,563500,555000,0.0,0.0,0.0,0.0,563500,555000,24650000,2000000,563500,555000,25,75,0.0529,1.3834999818255351,0.23,1.1762227602905562,1.6900000000000002,3.6481,1.3,1.91,1,5,9,4,3,2,4,0,2,0,11.339821297225882,13.241922612461968,13.241922612461968
TEX,TEX,6.1,6.1,2025,2025,2020,1,1,0,0,961,2704,31,52,0,0,4,6,2,2,841,676,29,26,841,625,29,25,2.5600000000000005,3.0166204986149587,1.6,1.736842105263158,0.00434825665889307,0.002171829755740143,0.06594131223211341,0.04660289428501349,0.01113153704676626,0.006551586160667634,0.10550609957138146,0.08094186902133922,60.0625,24.6016,7.75,4.96,22,21,22,Texas Rangers,Texas Rangers,Texas,3532261,3323558,1135.6900000000003,2052.0899999999997,33.7,45.3,8,9,11,9,59,162,Kolby Allard,36,4,6,2,208703,155168,2,2,190,190.0,8,8,RP,SP,0.3728813559322034,0.4814814814814814,0,0,0,0,1024,1089,32,33,208704,155168,563500,555000,0.003,0.001,563500,555000,0.0,0.0,0.0,0.0,563500,555000,55750000,47250000,563500,555000,22,78,0.38616860499155536,0.7569,0.6214246575342464,0.87,2.2801,2.4649,1.51,1.57,0,0,400,361,20,19,0,16,0,4,12.248672259148991,13.241922612461968,13.241922612461968
PIT,PIT,6.4,6.4,2024,2024,2020,1,1,0,0,49,1681,7,41,0,0,3,2,2,2,36,900,6,30,1,729,1,27,3.0625,3.0375510204081633,1.75,1.7428571428571429,0.00607974343482705,0.006298815822625346,0.07797270955165692,0.07936507936507936,0.01861921426915784,0.019132974429378703,0.1364522417153996,0.1383219954648526,2.5281000000000002,24.6016,1.59,4.96,27,26,27,Pittsburgh Pirates,Pittsburgh Pirates,Pennsylvania,2736049,2517530,32.49,2401.0,5.7,49.0,0,0,7,52,59,162,Kyle Crick,1,49,1,7,218519,581500,9,9,225,225.0,17,17,RP,RP,0.3220338983050847,0.4259259259259259,0,0,0,0,49,3721,7,61,218519,581500,590000,581500,0.009,0.008,590000,581500,0.0,158.2564,0.0,12.58,590000,581500,3900000,4800000,590000,581500,19,69,0.38616860499155536,1.3834999818255351,0.6214246575342464,1.1762227602905562,3.7636,2.4025000000000003,1.94,1.55,5,5,16,1225,4,35,0,9,0,3,12.294628246259022,13.287877815881902,13.287877815881902
CHC,CHC,6.3,6.3,2024,2024,2020,4,4,1,0,5329,28224,73,168,0,0,4,5,2,2,676,6084,26,78,676,4624,26,68,64.0,21.97265625,8.0,4.6875,0.00011954016856919517,0.00040352310347096864,0.010933442667760012,0.020087884494664157,0.007650570788428491,0.008866474441500774,0.0874675413420801,0.09416195856873823,8.2944,11.9716,2.88,3.46,29,29,30,Chicago Cubs,Chicago Cubs,Illinois,18149468,13705024,6609.69,31329.0,81.3,177.0,12,30,12,31,58,162,Kyle Hendricks,25,100,5,10,4444444,7405000,17,17,190,190.0,21,20,SP,SP,0.5517241379310345,0.5185185185185185,0,0,0,0,4096,22500,64,150,4444444,7405000,12000000,7405000,0.051,0.033,12000000,7405000,6220.476900000001,6055.952399999999,78.87,77.82,13875000,13875000,2650000,49325000,55500000,55500000,32,84,3.9204,11.0224,1.98,3.32,1.0,1.2768999999999997,1.0,1.13,3,3,64,1024,8,32,36,121,6,11,15.307165334741986,16.300417207752275,16.300417207752275
WSH,WSH,6.3,6.3,2025,2025,2020,1,1,0,0,81,484,9,22,0,0,10,7,1,1,36,361,6,19,36,324,6,18,10.240000000000002,20.25,3.2,4.5,0.002550760126517702,0.0007716049382716049,0.050505050505050504,0.027777777777777776,0.026119783695541274,0.015625,0.16161616161616163,0.125,24.1081,102.61690000000002,4.91,10.13,28,27,28,Washington Nationals,Washington Nationals,Washington DC,546476,465486,121.0,256.0,11.0,16.0,0,1,9,7,62,162,Kyle McGowin,0,0,0,0,80990,116376,1,1,195,195.0,6,6,RP,SP,0.4193548387096774,0.5740740740740741,1,1,1,1,256,324,16,18,80990,116376,563500,555000,0.001,0.001,563500,555000,0.0,0.0,0.0,0.0,563500,555000,316750000,184550000,563500,555000,26,93,0.06760000000000001,1.3834999818255351,0.26,1.1762227602905562,1.6129,2.6569,1.27,1.63,1,1,25,16,5,4,1,0,1,0,11.302080969243036,13.241922612461968,13.241922612461968
CHC,CHC,6.5,6.5,2024,0,2020,1,1,0,0,256,3025,16,55,0,0,4,5,2,2,81,676,9,26,81,576,9,24,3.3611111111111107,4.0,1.8333333333333333,2.0,0.001803093206395572,0.0027903026200974783,0.042462845010615716,0.052823315118397086,0.006060396610385117,0.011161210480389913,0.07784854918612881,0.10564663023679417,26.7289,12.531600000000001,5.17,3.54,28,27,28,Chicago Cubs,Chicago Cubs,Illinois,2293317,1932206,246.48999999999998,3721.0,15.7,61.0,0,0,18,73,58,162,Kyle Ryan,0,4,0,2,361111,528168,17,17,215,215.0,21,20,RP,RP,0.5517241379310345,0.5185185185185185,1,0,1,0,121,3364,11,58,361111,528168,975000,555000,0.004,0.002,975000,555000,122.7664,3667.5136,11.08,60.56,975000,555000,2650000,49325000,975000,555000,32,84,0.38616860499155536,0.8649000000000001,0.6214246575342464,0.93,1.9599999999999997,1.9043999999999996,1.4,1.38,3,3,36,841,6,29,1,16,1,4,12.796940669277346,13.790192749979985,13.790192749979985
ATL,ATL,6.4,6.4,2026,2025,2020,1,1,0,0,1225,576,35,24,0,0,7,6,1,1,529,361,23,19,484,361,22,19,1.5625,1.9171597633136093,1.25,1.3846153846153846,0.0049245921822099106,0.005376123458698807,0.07017543859649122,0.0733220530174845,0.007694675284702985,0.01030688757762375,0.08771929824561403,0.10152284263959392,27.144099999999998,75.68999999999998,5.21,8.7,24,23,24,Atlanta Braves,Atlanta Braves,Georgia,7376770,7224610,1444.0,388.09,38.0,19.7,8,4,8,7,60,161,Kyle Wright,16,9,4,3,152160,136710,18,18,215,215.0,26,25,SP,SP,0.5833333333333334,0.6024844720496895,0,0,0,0,900,324,30,18,152160,136710,573500,565000,0.002,0.001,573500,565000,2410.81,0.0,49.1,0.0,573500,565000,95750000,52210000,573500,565000,35,97,0.0576,1.3834999818255351,0.24,1.1762227602905562,2.4025000000000003,3.5343999999999998,1.55,1.88,3,3,576,169,24,13,4,0,2,0,11.932687877779218,13.259513215551562,13.259513215551562
KC,KC,6.3,6.3,2026,2025,2020,1,1,0,0,196,784,14,28,0,0,3,5,2,2,16,484,4,22,16,484,4,22,6.760000000000001,0.8975069252077561,2.6,0.9473684210526315,0.0023337767509160074,0.013308220978401232,0.04830917874396135,0.11536126290224649,0.01577633083619221,0.011944220490310247,0.12560386473429952,0.10928961748633878,2.4649,116.64000000000001,1.57,10.8,28,27,28,Kansas City Royals,Kansas City Royals,Missouri,3393711,3185008,529.0,334.89000000000004,23.0,18.3,1,0,16,15,59,162,Kyle Zimmer,0,1,0,1,208703,185008,4,4,225,225.0,9,9,RP,RP,0.423728813559322,0.3580246913580246,0,0,0,0,676,324,26,18,208704,185008,563500,555000,0.006,0.002,563500,555000,0.0,0.0,0.0,0.0,563500,555000,7550000,15700000,563500,555000,25,58,0.5184,1.3834999818255351,0.72,1.1762227602905562,1.0816000000000001,6.5536,1.04,2.56,2,2,100,361,10,19,1,0,1,0,12.248672259148991,13.241922612461968,13.241922612461968
TEX,TEX,6.5,6.5,0,0,2020,3,3,2,1,4096,38025,64,195,1333333,1333333,4,6,2,2,1156,7921,34,89,961,7225,31,85,12.6736,17.384659580580298,3.56,4.169491525423729,0.0010935444136502335,0.0009904680355264978,0.03306878306878307,0.031471702139008906,0.013859144480837601,0.017218949623074277,0.11772486772486772,0.1312209953592575,11.0224,13.4689,3.32,3.67,31,31,33,Texas Rangers,Texas Rangers,Texas,53440917,48737213,7056.0,43388.89000000001,84.0,208.3,13,33,13,33,59,162,Lance Lynn,9,121,3,11,4703704,11000000,2,2,270,270.0,8,8,SP,SP,0.3728813559322034,0.4814814814814814,0,0,0,0,7921,60516,89,246,5037037,9333333,10000000,8000000,0.078,0.063,11333333,9333333,5176.802500000001,8994.625600000001,71.95,94.84,10000000,10000000,55750000,47250000,30000000,30000000,22,78,4.7961,59.752900000000004,2.19,7.73,1.1236000000000002,1.4884,1.06,1.22,0,0,625,3481,25,59,36,256,6,16,15.432328570343056,16.11809565095832,16.24325876450056
SF,SF,6.2,6.2,0,0,2020,1,1,0,0,3721,1936,61,44,0,0,3,2,5,5,1444,625,38,25,1089,529,33,23,3.6736111111111116,6.98469387755102,1.9166666666666667,2.642857142857143,0.002411780644028337,0.001535288648757211,0.04910988336402701,0.039182759585782254,0.008859944171465212,0.010723521225248072,0.09412727644771844,0.10355443604813881,29.920899999999996,27.248399999999997,5.47,5.22,23,22,23,San Francisco Giants,San Francisco Giants,California,781757,571896,2948.49,1576.0900000000001,54.3,39.7,11,8,13,9,60,161,Logan Webb,16,9,4,3,209861,131296,23,23,220,220.0,26,26,SP,SP,0.4833333333333333,0.4782608695652174,0,0,0,0,2116,1369,46,37,209861,131296,566625,555000,0.003,0.001,566625,555000,1550.7844000000002,0.0,39.38,0.0,566625,555000,18250000,8500000,566625,555000,29,77,0.38616860499155536,0.0025000000000000005,0.6214246575342464,0.05,2.4336,2.1315999999999997,1.56,1.46,8,8,576,196,24,14,9,4,3,2,12.254200685782031,13.24745298824315,13.24745298824315
OAK,OAK,6.5,6.5,2025,2025,2020,1,1,0,0,256,3721,16,61,0,0,2,6,5,5,100,1600,10,40,100,1225,10,35,6.760000000000001,3.3808532778355875,2.6,1.8387096774193548,0.002274066387729683,0.003295610425240055,0.04768717215069146,0.05740740740740741,0.015372688781052659,0.011141975308641975,0.1239866475917978,0.10555555555555556,14.8996,27.5625,3.86,5.25,28,27,28,Oakland Athletics,Oakland Athletics,California,1342716,1132160,542.89,3600.0,23.3,60.0,0,0,20,61,60,162,Lou Trivino,0,36,0,6,210556,557500,15,15,235,235.0,29,28,RP,RP,0.6,0.5987654320987654,0,0,0,0,676,3249,26,57,210556,557500,568500,557500,0.006,0.006,568500,557500,499.52250000000004,197.12159999999997,22.35,14.04,568500,557500,7500000,37600000,568500,557500,36,97,0.0529,1.3834999818255351,0.23,1.1762227602905562,1.2321000000000002,2.3409,1.11,1.53,9,9,100,961,10,31,0,16,0,4,12.257506929978158,13.250756592172728,13.250756592172728
CHW,CHW,6.6,6.6,2024,2024,2020,1,1,0,0,2209,17161,47,131,0,0,5,3,2,2,961,4761,31,69,784,4489,28,67,12.001275510204083,16.0,3.4642857142857144,4.0,0.0018516310259578126,0.0012846700325021517,0.04303058244966959,0.035842293906810034,0.022221934085761556,0.020554720520034427,0.14907023205778394,0.14336917562724014,12.1104,11.628100000000002,3.48,3.41,25,24,25,Chicago White Sox,Chicago White Sox,Illinois,4513212,4280990,5227.29,31222.889999999996,72.3,176.7,12,29,12,29,60,161,Lucas Giolito,9,81,3,9,232222,573000,6,6,245,245.0,10,9,SP,SP,0.5833333333333334,0.4472049689440994,0,0,0,0,9409,51984,97,228,232222,573000,627000,573000,0.004,0.006,627000,573000,7509.955599999999,9354.7584,86.66,96.72,627000,573000,151500000,24500000,627000,573000,35,72,0.6723999999999999,29.8116,0.82,5.46,1.0816000000000001,1.1236000000000002,1.04,1.06,3,3,784,3249,28,57,16,196,4,14,12.355449089666518,13.348701819615057,13.348701819615057
CIN,CIN,6.2,6.2,2025,2025,2020,1,1,1,1,169,961,13,31,0,0,4,1,2,2,100,484,10,22,49,484,7,22,9.553719008264462,9.0,3.090909090909091,3.0,0.00226169534814127,0.0024103786497873393,0.04755728491137052,0.04909560723514212,0.02160760183844056,0.021693407848086058,0.14699524427150887,0.14728682170542637,6.0516,21.252100000000002,2.46,4.61,25,24,26,Cincinnati Reds,Cincinnati Reds,Ohio,2421383,2207494,660.49,1849.0,25.7,43.0,0,4,20,24,59,162,Lucas Sims,0,1,0,1,213889,229768,10,10,225,225.0,16,15,RP,RP,0.5254237288135594,0.4629629629629629,0,0,0,0,1156,3249,34,57,213889,229768,577500,555000,0.004,0.002,577500,555000,7072.8099999999995,0.0,84.1,0.0,577500,555000,144825000,2000000,577500,555000,31,75,0.2916,0.22089999999999999,0.54,0.47,0.8835999999999999,1.3456,0.94,1.16,5,5,121,361,11,19,9,4,3,2,12.273212467848186,13.266463721378086,13.266463721378086
CIN,CIN,6.2,6.2,2024,0,2020,1,1,0,0,3844,19321,62,139,0,0,4,1,2,2,961,5776,31,76,625,5184,25,72,13.751736111111112,8.183944880628106,3.7083333333333335,2.8607594936708862,0.00145124716553288,0.002118691760355464,0.0380952380952381,0.04602924896579852,0.019957168052406146,0.017339256585790053,0.14126984126984127,0.13167861096544894,10.3041,11.559999999999999,3.21,3.4,27,26,27,Cincinnati Reds,Cincinnati Reds,Ohio,1653464,1407723,4900.0,36366.49,70.0,190.7,12,32,12,32,59,162,Luis Castillo,36,64,6,8,245741,557500,10,10,200,200.0,16,15,SP,SP,0.5254237288135594,0.4629629629629629,0,0,0,0,7921,51076,89,226,245741,557500,663500,557500,0.004,0.004,663500,557500,6725.6401000000005,9131.713600000001,82.01,95.56,663500,557500,144825000,2000000,663500,557500,31,75,1.2100000000000002,27.144099999999998,1.1,5.21,1.5129,1.2995999999999999,1.23,1.14,5,5,576,6241,24,79,16,225,4,15,12.412033414754863,13.4052841327544,13.4052841327544
