"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Payroll Salary2022","Cash2022","AAV2022","Earnings2022","Age","Weight","Height",""
"","Nate Jones","RP","CHW","11","0","11.7","9","3","3","6","15","1","0","0","1.29","2.31","0.43","0.00","$0","$0","$0","$0","31","220","6'5""",""
"","Ben Heller","P","NYY","9","0","11.0","5","1","1","6","9","1","0","0","1.00","0.82","0.49","0.00","$0","$0","$0","$0","25","210","6'3""",""
"","Jake Diekman","RP","TEX","11","0","10.7","4","3","3","10","13","0","0","1","1.31","2.53","0.40","0.00","$3,500,000","$1,230,784","$4,000,000","$20,335,507","30","195","6'4""",""
"","Chaz Roe","RP","TB","12","0","10.7","7","5","3","5","13","0","0","0","1.13","2.53","-0.22","0.00","$0","$0","$0","$0","30","190","6'5""",""
"","Victor Arano","RP","PHI","10","0","10.7","6","2","2","4","13","1","0","0","0.94","1.69","0.43","0.00","$900,000","$900,000","$900,000","$2,190,094","22","228","6'2""",""
"","Jimmie Sherfy","RP","ARI","11","0","10.3","5","0","0","2","9","2","0","1","0.68","0.00","0.62","0.00","$0","$0","$0","$0","25","175","6'0""",""
"","Artie Lewicki","P","DET","4","1","10.3","19","8","7","4","6","0","1","0","2.23","6.10","-0.07","0.00","$0","$0","$0","$0","25","195","0'0""",""
"","Aaron Wilkerson","SP","MIL","3","2","10.3","6","4","4","1","7","1","0","0","0.68","3.48","0.21","0.00","$0","$0","$0","$0","28","190","6'3""",""
"","Chih-Wei Hu","RP","TB","6","0","10.0","5","4","3","4","9","1","1","0","0.90","2.70","0.10","0.00","$0","$0","$0","$0","23","220","6'0""",""
"","Zac Reininger","RP","DET","10","0","9.7","15","8","8","3","5","0","0","0","1.86","7.45","-0.06","0.00","$0","$0","$0","$0","24","190","6'3""",""
"","Walker Buehler","RP","LAD","8","0","9.3","11","8","8","8","12","1","0","0","2.04","7.71","-0.22","0.00","$7,250,000","$6,250,000","$4,000,000","$14,162,267","22","185","6'2""",""
"","Jeff Ferrell","RP","DET","11","0","9.3","17","6","6","5","6","0","0","0","2.36","5.79","-0.02","0.00","$0","$0","$0","$0","26","205","6'4""",""
"","Jacob Rhame","RP","NYM","9","0","9.0","12","9","9","7","7","1","1","0","2.11","9.00","-0.27","0.00","$0","$0","$0","$0","24","215","6'1""",""
"","Zach Putnam","RP","CHW","7","0","8.7","2","1","1","1","9","0","0","0","0.35","1.04","0.45","0.00","$0","$0","$0","$0","29","220","0'0""",""
"","John Curtiss","RP","MIN","9","0","8.7","9","8","8","2","10","0","0","0","1.27","8.31","-0.18","0.00","$700,000","$700,000","$770,000","$1,960,374","24","220","6'5""",""
"","Zac Curtis","RP","PHI","6","0","8.3","7","4","4","3","6","0","0","0","1.20","4.32","0.09","0.00","$0","$0","$0","$0","24","190","5'9""",""
"","Sandy Alcantara","P","STL","8","0","8.3","9","6","4","6","10","0","0","0","1.80","4.32","-0.07","0.00","$3,800,000","$5,000,000","$11,200,000","$6,835,343","21","200","6'5""",""
"","Cory Mazzoni","RP","SD","6","0","8.0","17","16","12","4","4","0","0","0","2.63","13.50","-0.64","0.00","$0","$0","$0","$0","27","200","6'1""",""
"","Nick Gardewine","P","TEX","12","0","8.0","10","8","5","7","3","0","0","0","2.13","5.63","-0.21","0.00","$0","$0","$0","$0","23","179","6'1""",""
"","Zac Rosscup","RP","COL","10","0","7.7","9","4","4","0","10","0","0","0","1.17","4.70","0.02","0.00","$0","$0","$0","$0","29","220","6'2""",""
"","Bobby Wahl","RP","OAK","7","0","7.7","8","4","4","4","8","0","0","0","1.57","4.70","0.04","0.00","$0","$0","$0","$0","25","216","6'3""",""
"","Clay Buchholz","SP","PHI","2","2","7.3","16","10","10","3","5","0","1","0","2.59","12.27","-0.39","0.00","$0","$0","$0","$0","32","190","6'3""",""
"","Victor Alcantara","RP","DET","6","0","7.3","12","7","7","4","5","0","0","0","2.18","8.59","-0.10","0.00","$0","$0","$0","$0","24","190","6'2""",""
"","Josh Lucas","RP","STL","5","0","7.3","7","3","3","4","7","0","0","0","1.50","3.68","0.06","0.00","$0","$0","$0","$0","26","185","6'6""",""
"","Carson Smith","RP","BOS","8","0","6.7","7","1","1","2","7","0","0","1","1.35","1.35","0.25","0.00","$0","$0","$0","$0","27","215","6'6""",""
"","Jace Fry","P","CHW","11","0","6.7","12","8","8","5","3","0","0","0","2.55","10.80","-0.26","0.00","$0","$0","$0","$0","23","220","6'1""",""
"","Jairo Labourt","RP","DET","6","0","6.0","4","3","3","7","4","0","0","0","1.83","4.50","0.07","0.00","$0","$0","$0","$0","23","204","6'4""",""
"","Alejandro Chacin","RP","CIN","7","0","6.0","11","7","7","4","6","0","0","0","2.50","10.50","-0.18","0.00","$0","$0","$0","$0","24","204","6'0""",""
"","Jen-Ho Tseng","P","CHC","2","1","6.0","5","5","5","2","8","1","0","0","1.17","7.50","-0.20","0.00","$0","$0","$0","$0","22","198","6'1""",""
"","Glen Perkins","RP","MIN","8","0","5.7","8","6","6","5","2","0","0","0","2.29","9.53","-0.14","0.00","$0","$0","$0","$0","34","205","6'0""",""
"","Tim Melville","RP","SD","3","1","5.7","7","8","7","6","7","0","1","0","2.29","11.12","-0.22","0.00","$0","$0","$0","$0","27","225","6'4""",""
"","Dillon Maples","P","CHC","6","0","5.3","6","6","6","6","11","0","0","0","2.25","10.13","-0.21","0.00","$0","$0","$0","$0","25","230","6'2""",""
"","Chris Gimenez","C","MIN","77","54","5.0","7","4","4","0","0","0","0","0","1.40","7.20","0.68","0.00","$0","$0","$0","$0","34","230","6'2""",""
"","Austin Adams","RP","WSH","6","0","5.0","4","4","2","8","10","0","0","0","2.40","3.60","-0.04","0.00","$925,000","$925,000","$925,000","$2,569,688","26","220","6'3""",""
"","Jandel Gustave","RP","HOU","6","0","5.0","5","4","3","7","2","0","0","0","2.40","5.40","-0.12","0.00","$700,000","$700,000","$700,000","$2,688,936","24","220","6'3""",""
"","Huston Street","RP","LAA","4","0","4.0","2","0","0","1","3","0","0","0","0.75","0.00","0.14","0.00","$0","$0","$0","$0","33","195","6'0""",""
"","Andrew Bailey","RP","LAA","4","0","4.0","1","0","0","0","2","2","0","0","0.25","0.00","0.15","0.00","$0","$0","$0","$0","33","240","6'3""",""
"","Shane Carle","RP","COL","3","0","4.0","6","3","3","0","4","0","0","0","1.50","6.75","-0.02","0.00","$0","$0","$0","$0","25","210","6'4""",""
"","Keury Mella","P","CIN","2","0","4.0","5","3","3","2","1","0","0","0","1.75","6.75","-0.03","0.00","$0","$0","$0","$0","23","200","6'2""",""
"","Wilmer Font","RP","LAD","3","0","3.7","7","7","7","4","3","0","0","0","3.00","17.18","-0.33","0.00","$0","$0","$0","$0","27","250","0'0""",""
"","Andres Machado","P","KC","2","0","3.7","10","9","9","3","1","0","0","0","3.55","22.09","-0.30","0.00","$0","$0","$0","$0","24","220","6'0""",""
"","Adam Liberatore","RP","LAD","4","0","3.3","3","1","1","2","5","0","0","0","1.50","2.70","0.05","0.00","$0","$0","$0","$0","30","243","6'3""",""
"","Kevin Plawecki","C","NYM","37","26","3.0","5","4","4","0","0","0","0","0","1.67","12.00","0.68","0.00","$2,250,000","$2,250,000","$2,250,000","$8,324,095","26","208","6'2""",""
"","Brian Flynn","RP","KC","1","0","2.3","3","1","1","0","0","0","0","0","1.29","3.86","0.03","0.00","$0","$0","$0","$0","27","255","0'0""",""
"","J.D. Davis","3B","HOU","25","13","1.7","1","0","0","1","3","0","0","0","1.20","0.00","0.26","0.00","$2,760,000","$970,560","$2,760,000","$7,168,133","24","218","6'3""",""
"","Tanner Scott","P","BAL","2","0","1.7","2","2","2","2","2","0","0","0","2.40","10.80","-0.05","0.00","$1,050,000","$1,050,000","$1,050,000","$3,159,017","22","235","6'0""",""
"","Mitch Moreland","1B","BOS","149","127","1.0","2","0","0","0","1","0","0","0","2.00","0.00","1.95","47.53","$0","$0","$0","$0","31","245","6'3""",""
"","Andrew Romine","SS","DET","124","79","1.0","1","0","0","1","0","0","0","0","2.00","0.00","-1.17","6.70","$0","$0","$0","$0","31","190","6'1""",""
"","Norichika Aoki","LF","NYM","110","87","1.0","1","3","3","2","0","0","0","0","3.00","27.00","0.68","34.35","$0","$0","$0","$0","35","180","5'9""",""
"","Rob Brantly","C","CHW","14","9","1.0","1","1","1","0","0","0","0","0","1.00","9.00","0.31","0.00","$0","$0","$0","$0","27","191","6'0""",""
"","Hernan Perez","LF","MIL","136","97","1.0","1","0","0","1","0","0","0","0","2.00","0.00","0.94","30.28","$0","$0","$0","$0","26","215","6'1""",""
"","Mike Freeman","2B","CHC","35","9","1.0","3","1","1","0","0","0","0","0","3.00","9.00","-0.12","0.00","$0","$0","$0","$0","29","195","6'0""",""
"","Jesus Sucre","C","TB","63","51","1.0","2","3","3","2","0","0","0","0","4.00","27.00","0.36","0.00","$0","$0","$0","$0","29","200","6'0""",""
"","Pierce Johnson","RP","SF","1","0","1.0","2","2","0","1","2","0","0","0","3.00","0.00","-0.13","0.00","$3,000,000","$3,000,000","$2,500,000","$7,531,836","26","200","6'2""",""
"","Brett Nicholas","C","TEX","22","16","1.0","5","4","4","0","0","0","0","0","5.00","36.00","-0.16","0.00","$0","$0","$0","$0","28","220","6'2""",""
"","Taylor Cole","RP","TOR","1","0","1.0","6","4","4","1","1","0","0","0","7.00","36.00","-0.28","0.00","$0","$0","$0","$0","27","200","6'1""",""
"","Leonys Martin","CF","CHC","49","30","0.7","3","2","2","0","0","0","0","0","4.50","27.00","0.25","0.00","$0","$0","$0","$0","29","200","6'2""",""
"","Jason Gurka","RP","LAA","3","0","0.7","2","0","0","1","0","0","0","0","4.50","0.00","0.07","0.00","$0","$0","$0","$0","29","170","6'0""",""
"","Roenis Elias","RP","BOS","1","0","0.3","0","0","0","1","1","0","0","0","3.00","0.00","0.01","0.00","$0","$0","$0","$0","28","205","6'1""",""
