Acronimo,Agente_libre,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,Bateos,Bateos_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras,Carreras_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_juegos,Posicion,Promedio_victorias,Saves,Saves_2,Strike_outs,Strike_outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
PIT,No,6.3,2019,2025,1,1,16,256,0,2,2,13,169,10,100,1.5,2.25,0.6153846153846154,0.37869822485207105,0.9230769230769231,0.8520710059171599,6.92,47.8864,26,25,Pittsburgh Pirates,Pennsylvania,673716,13.0,169.0,14,162,0,Yacksel Rios,0,0,80568,9,215.0,17,0.08641975308641975,RP,0.4259259259259259,0,0,12,144,80568,555000,0.001,555000,0.0,0.0,555000,4800000,555000,69,1.1762227602905562,1.3834999818255351,1.85,3.4225000000000003,5,8,64,1,1,11.29685682732798,13.226723392728571,13.226723392728571
DET,No,6.2,2019,0,1,1,16,256,0,1,4,9,81,9,81,4.75,22.5625,0.3076923076923077,0.09467455621301776,1.4615384615384615,2.1360946745562126,6.23,38.812900000000006,25,24,Detroit Tigers,Michigan,110440,13.0,169.0,13,161,0,John Schreiber,0,0,104440,11,210.0,16,0.08074534161490683,P,0.2919254658385093,0,0,19,361,104440,555000,0.001,555000,0.0,0.0,555000,15500000,555000,47,1.1762227602905562,1.3834999818255351,1.54,2.3716,4,4,16,2,4,11.556368022813064,13.226723392728571,13.226723392728571
NYY,No,6.4,2019,0,1,1,13,169,0,2,5,9,81,9,81,3.4,11.559999999999999,0.3937007874015748,0.15500031000062,1.3385826771653544,1.7918035836071673,6.4,40.96000000000001,31,30,New York Yankees,New York,3050421,12.7,161.29,14,162,0,Tyler Lyons,2,4,86536,40,205.0,55,0.08641975308641975,RP,0.6358024691358025,0,0,17,289,86536,555000,0.0,555000,0.0,0.0,555000,124555000,555000,103,1.1762227602905562,1.3834999818255351,1.42,2.0164,27,5,25,1,1,11.368315791310126,13.226723392728571,13.226723392728571
TOR,No,5.9,2019,2022,1,0,25,625,0,1,5,19,361,18,324,2.142857142857143,4.591836734693877,0.5511811023622047,0.30380060760121524,1.1811023622047245,1.3950027900055804,12.79,163.58409999999998,29,29,Toronto Blue Jays,Toronto,2076562,12.7,161.29,12,161,0,Ryan Dull,0,0,32368,2,185.0,7,0.07453416149068323,RP,0.4099378881987577,0,0,15,225,32368,860000,0.0,860000,0.0,0.0,860000,15500000,860000,66,1.1762227602905562,1.3834999818255351,2.53,6.400899999999999,2,7,49,0,0,10.384925559407527,13.664687668229691,13.664687668229691
BAL,No,6.3,2019,0,4,1,21,441,0,1,1,16,256,15,225,4.0,16.0,0.16260162601626016,0.02643928878313173,0.6504065040650406,0.4230286205301077,10.95,119.90249999999999,31,30,Baltimore Orioles,Maryland,31513100,12.3,151.29000000000002,3,161,3,Alex Cobb,2,4,9500000,7,205.0,14,0.018633540372670808,SP,0.3354037267080745,0,0,8,64,9500000,14000000,0.13,14000000,0.0,0.0,14250000,800000,57000000,54,1.1762227602905562,1.3834999818255351,1.87,3.4969000000000006,3,2,4,0,0,16.06680235657077,16.454567887579532,16.454567887579532
SEA,No,6.4,2019,0,1,1,10,100,0,1,3,6,36,5,25,2.3333333333333335,5.4444444444444455,0.24390243902439024,0.059488399762046396,0.5691056910569106,0.3238812875933637,3.65,13.3225,26,25,Seattle Mariners,Washington,162264,12.3,151.29000000000002,17,162,0,Taylor Guilbeau,0,0,137264,0,180.0,4,0.10493827160493827,P,0.419753086419753,0,0,7,49,137264,555000,0.001,555000,0.0,0.0,555000,4450000,555000,68,0.17,0.028900000000000006,1.05,1.1025,0,3,9,0,0,11.829661357812746,13.226723392728571,13.226723392728571
ATL,No,6.2,2019,0,1,0,12,144,0,1,6,5,25,4,16,3.5,12.25,0.3333333333333333,0.1111111111111111,1.1666666666666667,1.3611111111111114,3.0,9.0,31,31,Atlanta Braves,Georgia,1861926,12.0,144.0,14,161,0,Grant Dayton,1,1,585000,18,210.0,25,0.08695652173913043,RP,0.6024844720496895,0,0,14,196,327080,585000,0.002,585000,0.0,0.0,585000,52210000,585000,97,0.2,0.04000000000000001,1.33,1.7689000000000001,3,4,16,0,0,12.697960068275913,13.279367126213993,13.279367126213993
NYY,No,6.2,2019,2024,4,1,6,36,500000,2,5,2,4,2,4,2.8333333333333335,8.027777777777779,0.5,0.25,1.4166666666666667,2.0069444444444446,1.5,2.25,25,24,New York Yankees,New York,7852186,12.0,144.0,3,162,3,Luis Severino,1,1,6000000,40,215.0,55,0.018518518518518517,SP,0.6358024691358025,0,0,17,289,4500000,4000000,0.02,4500000,0.0,0.0,10000000,124555000,40000000,103,0.62,0.3844,1.0,1.0,27,6,36,1,1,15.319587954740548,15.201804919084164,15.319587954740548
OAK,No,6.0,2019,0,1,0,5,25,0,5,6,2,4,2,4,5.333333333333333,28.444444444444443,0.25,0.0625,1.3333333333333333,1.7777777777777777,1.5,2.25,21,21,Oakland Athletics,California,1460774,12.0,144.0,6,162,0,Jesus Luzardo,0,0,60774,15,218.0,28,0.037037037037037035,P,0.5987654320987654,2,4,16,256,60774,555000,0.001,555000,0.0,0.0,555000,37600000,555000,97,0.57,0.32489999999999997,0.67,0.4489000000000001,9,3,9,0,0,11.014917344914853,13.226723392728571,13.226723392728571
CHC,No,6.2,2019,2025,1,0,13,169,0,2,5,7,49,7,49,4.333333333333333,18.777777777777775,0.25641025641025644,0.06574621959237345,1.1111111111111112,1.234567901234568,5.4,29.160000000000004,24,24,Chicago Cubs,Illinois,128258,11.7,136.89,12,162,0,Duane Underwood,0,0,125328,17,210.0,20,0.07407407407407407,RP,0.5185185185185185,0,0,13,169,125328,555000,0.001,555000,0.0,0.0,555000,49325000,555000,84,1.1762227602905562,1.3834999818255351,1.37,1.8769000000000002,3,3,9,0,0,11.73868957960702,13.226723392728571,13.226723392728571
CHC,No,6.2,2019,2025,1,1,6,36,0,2,5,7,49,7,49,1.8,3.24,0.8547008547008548,0.7305135510263716,1.5384615384615385,2.366863905325444,5.4,29.160000000000004,27,26,Chicago Cubs,Illinois,3286480,11.7,136.89,14,162,0,Dillon Maples,0,0,134280,17,230.0,20,0.08641975308641975,RP,0.5185185185185185,0,0,18,324,134280,555000,0.001,555000,0.0,0.0,555000,49325000,555000,84,1.1762227602905562,1.3834999818255351,1.37,1.8769000000000002,3,10,100,1,1,11.80768245109397,13.226723392728571,13.226723392728571
BOS,No,6.0,2019,2025,1,0,10,100,0,1,1,9,81,9,81,2.2,4.840000000000001,0.4273504273504274,0.1826283877565929,0.9401709401709403,0.8839213967419097,6.94,48.1636,26,26,Boston Red Sox,Massachusetts,338551,11.7,136.89,13,161,1,Bobby Poyner,1,1,170331,14,205.0,24,0.08074534161490683,RP,0.515527950310559,0,0,11,121,170331,555000,0.001,555000,0.0,0.0,555000,68000000,555000,83,1.1762227602905562,1.3834999818255351,1.29,1.6641000000000001,9,5,25,0,0,12.045498881793767,13.226723392728571,13.226723392728571
STL,No,6.3,2019,0,1,1,9,81,0,2,1,7,49,7,49,2.6666666666666665,7.111111111111111,0.5128205128205129,0.2629848783694938,1.3675213675213675,1.8701146906275112,5.4,29.160000000000004,22,21,St. Louis Cardinals,Missouri,137264,11.7,136.89,13,162,0,Junior Fernandez,1,1,137264,23,215.0,29,0.08024691358024691,P,0.5617283950617284,0,0,16,256,137264,555000,0.001,555000,0.0,0.0,555000,25000000,555000,91,1.1762227602905562,1.3834999818255351,1.29,1.6641000000000001,11,6,36,0,0,11.829661357812746,13.226723392728571,13.226723392728571
SD,No,6.0,2019,0,1,0,12,144,0,5,4,5,25,3,9,2.3333333333333335,5.4444444444444455,0.25641025641025644,0.06574621959237345,0.5982905982905983,0.357951640002922,2.31,5.3361,28,28,San Diego Padres,California,89520,11.7,136.89,10,162,0,Eric Yardley,1,1,89520,2,170.0,5,0.06172839506172839,P,0.4320987654320987,0,0,7,49,89520,555000,0.001,555000,0.0,0.0,555000,326000000,555000,70,0.18,0.0324,1.29,1.6641000000000001,0,3,9,0,0,11.402217342985807,13.226723392728571,13.226723392728571
OAK,No,6.7,2019,0,1,1,10,100,0,5,6,4,16,4,16,2.6,6.760000000000001,0.44247787610619466,0.19578667084344895,1.1504424778761062,1.323517894901715,3.18,10.112400000000001,24,23,Oakland Athletics,California,4624200,11.3,127.69000000000001,10,162,0,A.J. Puk,0,0,555000,15,248.0,28,0.06172839506172839,P,0.5987654320987654,0,0,13,169,122344,555000,0.001,555000,0.0,0.0,555000,37600000,555000,97,0.22,0.0484,1.32,1.7424000000000002,9,5,25,2,4,11.71459202802796,13.226723392728571,13.226723392728571
BAL,No,5.919150943396228,2019,0,1,0,11,121,0,1,1,3,9,3,9,1.6666666666666667,2.777777777777778,0.5309734513274336,0.28193280601456644,0.8849557522123893,0.7831466833737958,2.38,5.6644,27,27,Baltimore Orioles,Maryland,140248,11.3,127.69000000000001,8,161,0,Ryan Eades,1,1,125328,7,198.0,14,0.049689440993788817,P,0.3354037267080745,0,0,10,100,125328,555000,0.002,555000,0.0,0.0,555000,800000,555000,54,0.13,0.016900000000000002,1.5,2.25,3,6,36,0,0,11.73868957960702,13.226723392728571,13.226723392728571
CHC,No,6.2,2019,0,1,1,14,196,0,2,5,7,49,6,36,1.8,3.24,0.45454545454545453,0.20661157024793386,0.8181818181818182,0.6694214876033059,4.91,24.1081,29,28,Chicago Cubs,Illinois,1136456,11.0,121.0,12,162,0,Allen Webster,0,0,650000,17,190.0,20,0.07407407407407407,SP,0.5185185185185185,1,1,9,81,618615,650000,0.003,650000,0.0,0.0,650000,49325000,650000,84,1.1762227602905562,1.3834999818255351,1.73,2.9929,3,5,25,0,0,13.33523838724174,13.38472764187182,13.38472764187182
OAK,No,6.1,2019,0,1,0,19,361,0,5,6,14,196,13,169,2.0,4.0,0.36363636363636365,0.1322314049586777,0.7272727272727273,0.5289256198347108,10.64,113.20960000000001,25,25,Oakland Athletics,California,1823543,11.0,121.0,5,162,2,Paul Blackburn,2,4,92504,15,196.0,28,0.030864197530864196,RP,0.5987654320987654,0,0,8,64,92504,555000,0.001,555000,0.0,0.0,555000,37600000,555000,97,1.1762227602905562,1.3834999818255351,2.09,4.368099999999999,9,4,16,0,0,11.435007165808798,13.226723392728571,13.226723392728571
PHI,No,6.3,2019,0,1,0,13,169,0,2,4,9,81,9,81,1.8,3.24,0.45454545454545453,0.20661157024793386,0.8181818181818182,0.6694214876033059,7.36,54.1696,23,23,Philadelphia Phillies,Pennsylvania,156586,11.0,121.0,5,162,1,Enyel De Los Santos,1,1,71616,7,170.0,14,0.030864197530864196,SP,0.5,0,0,9,81,71616,555000,0.0,555000,0.0,0.0,555000,403000000,555000,81,1.1762227602905562,1.3834999818255351,1.64,2.6895999999999995,2,5,25,0,0,11.179073791671597,13.226723392728571,13.226723392728571
SD,No,6.1,2019,0,1,0,10,100,0,5,4,8,64,8,64,2.8,7.839999999999999,0.45454545454545453,0.20661157024793386,1.2727272727272727,1.6198347107438016,6.55,42.902499999999996,24,24,San Diego Padres,California,86536,11.0,121.0,13,162,0,David Bednar,2,4,86536,2,249.0,5,0.08024691358024691,P,0.4320987654320987,0,0,14,196,86536,555000,0.001,555000,0.0,0.0,555000,326000000,555000,70,1.1762227602905562,1.3834999818255351,1.36,1.8496000000000004,0,5,25,0,0,11.368315791310126,13.226723392728571,13.226723392728571
DET,No,6.2,2019,0,1,1,12,144,0,1,4,7,49,7,49,1.6,2.5600000000000005,0.4672897196261683,0.21835968206830295,0.7476635514018692,0.5590007860948556,5.91,34.9281,24,23,Detroit Tigers,Michigan,56696,10.7,114.48999999999998,8,161,0,Eduardo Jimenez,0,0,56696,11,215.0,16,0.049689440993788817,RP,0.2919254658385093,0,0,8,64,56696,555000,0.001,555000,0.0,0.0,555000,15500000,555000,47,0.06,0.0036,1.59,2.5281000000000002,4,5,25,0,0,10.945458940490091,13.226723392728571,13.226723392728571
SD,No,6.1,2019,0,1,0,14,196,0,5,4,14,196,12,144,1.875,3.515625,0.7476635514018692,0.5590007860948556,1.4018691588785048,1.9652371386147267,10.13,102.61690000000002,29,29,San Diego Padres,California,1333950,10.7,114.48999999999998,10,162,0,Robert Stock,0,0,559900,2,214.0,5,0.06172839506172839,RP,0.4320987654320987,0,0,15,225,301000,559900,0.003,559900,0.0,0.0,559900,326000000,559900,70,1.1762227602905562,1.3834999818255351,2.06,4.2436,0,8,64,1,1,12.614865543731012,13.235513475336985,13.235513475336985
MIA,No,6.4,2019,0,1,1,5,25,0,2,2,4,16,4,16,1.375,1.890625,0.7476635514018692,0.5590007860948556,1.0280373831775702,1.0568608612105863,3.38,11.424399999999999,26,25,Miami Marlins,Florida,125328,10.7,114.48999999999998,10,162,0,Kyle Keller,0,0,125328,2,205.0,2,0.06172839506172839,P,0.3518518518518518,0,0,11,121,125328,555000,0.002,555000,0.0,0.0,555000,4500000,555000,57,0.18,0.0324,1.22,1.4884,2,8,64,0,0,11.73868957960702,13.226723392728571,13.226723392728571
TEX,No,6.5,2019,2022,3,4,10,100,0,2,6,4,16,4,16,1.4285714285714286,2.0408163265306123,0.6796116504854368,0.46187199547553953,0.9708737864077669,0.9425959091337541,3.48,12.1104,33,29,Texas Rangers,Texas,14971200,10.3,106.09000000000002,13,162,0,Nate Jones,1,1,1525000,2,220.0,8,0.08024691358024691,RP,0.4814814814814814,1,1,10,100,1525000,4650000,0.01,4650000,0.0,0.0,2666667,47250000,8000000,78,0.2,0.04000000000000001,1.64,2.6895999999999995,0,7,49,0,0,14.237504968023648,15.35237777756354,15.35237777756354
COL,No,6.2,2019,0,1,1,7,49,0,1,1,2,4,2,4,2.5,6.25,0.3883495145631068,0.15081534546140068,0.9708737864077669,0.9425959091337541,1.74,3.0276,28,27,Colorado Rockies,Colorado,1437244,10.3,106.09000000000002,12,161,0,James Pazos,0,0,86536,1,235.0,5,0.07453416149068323,RP,0.4347826086956521,0,0,10,100,86536,555000,0.001,555000,0.0,0.0,555000,24000000,555000,70,0.44,0.1936,1.07,1.1449,0,4,16,0,0,11.368315791310126,13.226723392728571,13.226723392728571
PIT,No,6.4,2019,2025,1,1,12,144,0,2,2,5,25,5,25,1.0,1.0,0.8737864077669902,0.763502686398341,0.8737864077669902,0.763502686398341,4.36,19.009600000000002,27,26,Pittsburgh Pirates,Pennsylvania,668000,10.3,106.09000000000002,12,162,0,Williams Jerez,0,0,50728,9,205.0,17,0.07407407407407407,RP,0.4259259259259259,0,0,9,81,50728,555000,0.001,555000,0.0,0.0,555000,4800000,555000,69,0.18,0.0324,2.03,4.120899999999999,5,9,81,1,1,10.834233305379868,13.226723392728571,13.226723392728571
SF,No,6.3,2019,0,1,0,6,36,0,5,2,5,25,5,25,1.6666666666666667,2.777777777777778,0.5825242718446602,0.3393345272881515,0.9708737864077669,0.9425959091337541,4.36,19.009600000000002,28,28,San Francisco Giants,California,839520,10.3,106.09000000000002,10,161,0,Sam Selman,0,0,89520,23,190.0,26,0.062111801242236024,P,0.4782608695652174,0,0,10,100,89520,555000,0.001,555000,0.0,0.0,555000,8500000,555000,77,0.13,0.016900000000000002,1.16,1.3456,8,6,36,0,0,11.402217342985807,13.226723392728571,13.226723392728571
DET,Si,6.3,2019,2020,1,1,3,9,0,1,4,0,0,0,0,9.0,81.0,0.1,0.010000000000000002,0.9,0.81,0.0,0.0,30,29,Detroit Tigers,Michigan,31279000,10.0,100.0,2,161,2,Matt Moore,0,0,2500000,11,210.0,16,0.012422360248447204,SP,0.2919254658385093,0,0,9,81,2500000,2500000,0.022,2500000,0.0,0.0,2500000,15500000,2500000,47,0.74,0.5476,0.4,0.16000000000000003,4,1,1,0,0,14.73180128983843,14.73180128983843,14.73180128983843
CIN,No,6.5,2019,0,1,1,8,64,0,2,1,5,25,5,25,1.8,3.24,0.5154639175257733,0.26570305027101715,0.9278350515463918,0.8608778828780955,4.66,21.715600000000002,24,23,Cincinnati Reds,Ohio,262264,9.7,94.08999999999999,12,162,0,Joel Kuhnel,0,0,137264,10,260.0,15,0.07407407407407407,P,0.4629629629629629,0,0,9,81,137264,555000,0.001,555000,0.0,0.0,555000,2000000,555000,75,0.08,0.0064,1.35,1.8225000000000002,5,5,25,1,1,11.829661357812746,13.226723392728571,13.226723392728571
MIN,No,6.1,2019,0,1,0,10,100,0,1,4,5,25,5,25,5.0,25.0,0.2061855670103093,0.042512488043362745,1.0309278350515465,1.0628122010840686,4.66,21.715600000000002,20,20,Minnesota Twins,Minnesota,236536,9.7,94.08999999999999,10,162,0,Brusdar Graterol,1,1,86536,6,265.0,16,0.06172839506172839,P,0.6234567901234568,0,0,10,100,86536,555000,0.001,555000,0.0,0.0,555000,46800000,555000,101,0.06,0.0036,1.24,1.5376,3,2,4,1,1,11.368315791310126,13.226723392728571,13.226723392728571
ATL,No,6.5,2019,0,1,1,9,81,0,1,6,2,4,2,4,1.5,2.25,0.4301075268817204,0.18499248468030982,0.6451612903225806,0.4162330905306972,1.93,3.7249,24,23,Atlanta Braves,Georgia,388392,9.3,86.49000000000001,6,161,0,Jeremy Walker,0,0,113392,18,205.0,25,0.037267080745341616,P,0.6024844720496895,0,0,6,36,113392,555000,0.001,555000,0.0,0.0,555000,52210000,555000,97,0.23,0.0529,1.39,1.9320999999999997,3,4,16,0,0,11.638606121050037,13.226723392728571,13.226723392728571
PIT,No,5.919150943396228,2019,2025,1,1,15,225,0,2,2,11,121,11,121,1.4285714285714286,2.0408163265306123,0.7526881720430108,0.5665394843334489,1.075268817204301,1.1562030292519365,10.61,112.57209999999999,26,25,Pittsburgh Pirates,Pennsylvania,555121,9.3,86.49000000000001,10,162,0,Dovydas Neverauskas,0,0,204953,9,220.0,17,0.06172839506172839,RP,0.4259259259259259,0,0,10,100,204953,569000,0.003,569000,0.0,0.0,569000,4800000,569000,69,1.1762227602905562,1.3834999818255351,2.36,5.569599999999999,5,7,49,0,0,12.23053596354187,13.251635713108469,13.251635713108469
LAA,No,6.1,2019,0,1,0,10,100,0,5,4,11,121,11,121,1.375,1.890625,0.8602150537634408,0.7399699387212393,1.182795698924731,1.399005665394843,10.61,112.57209999999999,26,26,Los Angeles Angels,California,128312,9.3,86.49000000000001,17,161,0,Miguel Del Pozo,1,1,128312,1,205.0,10,0.10559006211180125,RP,0.4472049689440994,0,0,11,121,128312,555000,0.001,555000,0.0,0.0,555000,31000000,555000,72,1.1762227602905562,1.3834999818255351,1.93,3.7249,1,8,64,1,1,11.762220077017213,13.226723392728571,13.226723392728571
CHC,No,6.2,2019,2025,1,0,9,81,0,2,5,4,16,3,9,1.375,1.890625,0.8602150537634408,0.7399699387212393,1.182795698924731,1.399005665394843,2.89,8.3521,25,25,Chicago Cubs,Illinois,484434,9.3,86.49000000000001,9,162,0,James Norwood,1,1,77584,17,215.0,20,0.05555555555555555,RP,0.5185185185185185,0,0,11,121,77584,555000,0.0,555000,0.0,0.0,555000,49325000,555000,84,0.08,0.0064,1.82,3.3124000000000002,3,8,64,0,0,11.259116499345133,13.226723392728571,13.226723392728571
LAD,No,6.3,2019,0,1,0,10,100,0,5,3,8,64,8,64,1.75,3.0625,0.4444444444444444,0.19753086419753085,0.7777777777777778,0.6049382716049383,8.0,64.0,25,25,Los Angeles Dodgers,California,865732,9.0,81.0,7,161,0,Josh Sborz,1,1,143232,25,215.0,33,0.043478260869565216,RP,0.6521739130434783,0,0,7,49,143232,555000,0.001,555000,0.0,0.0,555000,85000000,555000,105,1.1762227602905562,1.3834999818255351,1.56,2.4336,6,4,16,0,0,11.872220972231542,13.226723392728571,13.226723392728571
SD,Si,6.2,2019,2021,2,1,10,100,0,5,4,8,64,8,64,1.8333333333333333,3.3611111111111107,0.6896551724137931,0.47562425683709875,1.264367816091954,1.5986259743691373,8.31,69.05610000000001,31,30,San Diego Padres,California,33486800,8.7,75.68999999999998,3,162,3,Garrett Richards,1,1,7000000,2,210.0,5,0.018518518518518517,SP,0.4320987654320987,0,0,11,121,7000000,7000000,0.068,7000000,0.0,0.0,7750000,326000000,15500000,70,1.1762227602905562,1.3834999818255351,1.85,3.4225000000000003,0,6,36,0,0,15.761420707019587,15.761420707019587,15.761420707019587
PIT,No,6.3,2019,2024,1,1,11,121,0,2,2,9,81,9,81,5.666666666666667,32.111111111111114,0.3448275862068966,0.11890606420927469,1.9540229885057472,3.8182058396089316,9.35,87.4225,26,25,Pittsburgh Pirates,Pennsylvania,2322800,8.7,75.68999999999998,11,162,0,Nick Burdi,1,1,559000,9,225.0,17,0.06790123456790123,RP,0.4259259259259259,0,0,17,289,559000,559000,0.008,559000,0.0,0.0,559000,4800000,559000,69,1.1762227602905562,1.3834999818255351,1.62,2.6244000000000005,5,3,9,2,4,13.233904752137237,13.233904752137237,13.233904752137237
SD,No,6.0,2019,0,1,0,7,49,0,5,4,5,25,5,25,2.0,4.0,0.3448275862068966,0.11890606420927469,0.6896551724137931,0.47562425683709875,5.19,26.936100000000003,23,23,San Diego Padres,California,86536,8.7,75.68999999999998,8,162,0,Javier Guerra,0,0,86536,2,185.0,5,0.04938271604938271,SS,0.4320987654320987,0,0,6,36,86536,555000,0.001,555000,0.0,0.0,555000,326000000,555000,70,1.1762227602905562,1.3834999818255351,1.15,1.3224999999999998,0,3,9,0,0,11.368315791310126,13.226723392728571,13.226723392728571
NYM,No,6.3,2019,0,1,1,10,100,0,2,6,5,25,5,25,1.6,2.5600000000000005,0.574712643678161,0.3302946228035408,0.9195402298850576,0.8455542343770646,5.19,26.936100000000003,26,25,New York Mets,New York,343714,8.7,75.68999999999998,17,161,0,Daniel Zamora,1,1,211864,5,195.0,9,0.10559006211180125,RP,0.5279503105590062,0,0,8,64,211864,555000,0.001,555000,0.0,0.0,555000,79000000,555000,85,1.1762227602905562,1.3834999818255351,1.73,2.9929,2,5,25,0,0,12.263699838364968,13.226723392728571,13.226723392728571
HOU,No,6.1,2019,0,1,1,4,16,0,2,3,1,1,1,1,4.333333333333333,18.777777777777775,0.3448275862068966,0.11890606420927469,1.4942528735632186,2.232791650151936,1.04,1.0816000000000001,22,21,Houston Astros,Texas,77584,8.7,75.68999999999998,7,161,0,Bryan Abreu,0,0,77584,3,225.0,13,0.043478260869565216,RP,0.6583850931677019,0,0,13,169,77584,555000,0.001,555000,0.0,0.0,555000,42250000,555000,106,0.3,0.09,0.81,0.6561000000000001,1,3,9,0,0,11.259116499345133,13.226723392728571,13.226723392728571
BOS,No,6.2,2019,0,1,0,9,81,0,1,1,8,64,8,64,1.2,1.44,0.6024096385542168,0.36289737262302213,0.7228915662650601,0.5225722165771518,8.64,74.6496,25,25,Boston Red Sox,Massachusetts,98648,8.3,68.89000000000001,10,161,0,Trevor Kelley,3,9,98648,14,210.0,24,0.062111801242236024,P,0.515527950310559,0,0,6,36,98648,555000,0.0,555000,0.0,0.0,555000,68000000,555000,83,1.1762227602905562,1.3834999818255351,1.68,2.8223999999999996,9,5,25,0,0,11.499313237550366,13.226723392728571,13.226723392728571
MIN,No,6.3,2019,0,1,1,10,100,0,1,4,7,49,7,49,1.8,3.24,0.6024096385542168,0.36289737262302213,1.0843373493975903,1.1757874872985918,7.56,57.1536,25,24,Minnesota Twins,Minnesota,555000,8.3,68.89000000000001,4,162,0,Sean Poppen,0,0,555000,6,210.0,16,0.024691358024691357,P,0.6234567901234568,0,0,9,81,23872,555000,0.0,555000,0.0,0.0,555000,46800000,555000,101,1.1762227602905562,1.3834999818255351,1.8,3.24,3,5,25,0,0,10.080461503003487,13.226723392728571,13.226723392728571
WSH,No,6.3,2019,2020,1,1,12,144,0,1,7,16,256,11,121,1.2,1.44,1.25,1.5625,1.5,2.25,12.38,153.26440000000002,34,33,Washington Nationals,Washington DC,9289434,8.0,64.0,12,162,1,Jonny Venters,1,1,2250000,1,195.0,6,0.07407407407407407,RP,0.5740740740740741,1,1,12,144,289436,2250000,0.002,2250000,0.0,0.0,2250000,184550000,2250000,93,1.1762227602905562,1.3834999818255351,2.75,7.5625,1,10,100,0,0,12.575689480743689,14.626440774180603,14.626440774180603
LAA,No,6.3,2019,0,1,0,4,16,0,5,4,1,1,1,1,0.8571428571428571,0.7346938775510203,0.9090909090909091,0.8264462809917354,0.7792207792207793,0.6071850227694384,1.17,1.3688999999999998,25,25,Los Angeles Angels,California,2099500,7.7,59.290000000000006,11,161,0,Keynan Middleton,0,0,563500,1,215.0,10,0.06832298136645963,RP,0.4472049689440994,0,0,6,36,563500,563500,0.004,563500,0.0,0.0,563500,31000000,563500,72,0.4,0.16000000000000003,1.43,2.0448999999999997,1,7,49,0,0,13.241922612461968,13.241922612461968,13.241922612461968
NYY,No,6.3,2019,2024,1,0,6,36,0,2,5,1,1,1,1,3.0,9.0,0.4109589041095891,0.16888722086695443,1.2328767123287672,1.5199849878025897,1.23,1.5129,27,27,New York Yankees,New York,1344057,7.3,53.29,6,162,0,Ben Heller,0,0,555000,40,210.0,55,0.037037037037037035,RP,0.6358024691358025,0,0,9,81,555000,555000,0.003,555000,0.0,0.0,555000,124555000,555000,103,0.25,0.0625,1.23,1.5129,27,3,9,0,0,13.226723392728571,13.226723392728571,13.226723392728571
ARI,No,6.3,2019,0,1,0,8,64,0,1,4,4,16,4,16,1.2857142857142858,1.6530612244897962,0.9589041095890412,0.9194970913867518,1.2328767123287672,1.5199849878025897,4.91,24.1081,29,29,Arizona Diamondbacks,Arizona,747743,7.3,53.29,11,162,0,Robby Scott,0,0,104440,1,220.0,6,0.06790123456790123,RP,0.5246913580246914,0,0,9,81,104440,555000,0.001,555000,0.0,0.0,555000,11600000,555000,85,0.02,0.0004,2.05,4.2025,1,7,49,1,1,11.556368022813064,13.226723392728571,13.226723392728571
KC,No,6.0,2019,0,1,1,5,25,0,2,5,6,36,6,36,1.6666666666666667,2.777777777777778,0.8219178082191781,0.6755488834678177,1.36986301369863,1.8765246762994932,7.36,54.1696,24,23,Kansas City Royals,Missouri,280568,7.3,53.29,9,162,0,Gabe Speier,0,0,80568,4,175.0,9,0.05555555555555555,P,0.3580246913580246,0,0,10,100,80568,555000,0.001,555000,0.0,0.0,555000,15700000,555000,58,1.1762227602905562,1.3834999818255351,1.5,2.25,2,6,36,0,0,11.29685682732798,13.226723392728571,13.226723392728571
COL,No,6.2,2019,0,1,0,10,100,0,1,1,6,36,6,36,4.0,16.0,0.273972602739726,0.07506098705197972,1.095890410958904,1.2009757928316755,7.36,54.1696,24,24,Colorado Rockies,Colorado,83552,7.3,53.29,10,161,0,Phillip Diehl,0,0,83552,1,180.0,5,0.062111801242236024,P,0.4347826086956521,0,0,8,64,83552,555000,0.001,555000,0.0,0.0,555000,24000000,555000,70,1.1762227602905562,1.3834999818255351,1.64,2.6895999999999995,0,2,4,0,0,11.333224471498855,13.226723392728571,13.226723392728571
