Acronimo_t,Acronimo_t_1,Agente_libre,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
DET,DET,No,6.3,6.3,2025,2025,2021,1,1,0,0,1369,2209,37,47,0,0,5,5,1,1,324,625,256,625,16,25,18,25,13.444444444444443,3.0927467300832343,3.6666666666666665,1.7586206896551724,0.0576,0.2615952645347119,0.24,0.5114638447971781,0.7744,0.8090478989949889,0.88,0.8994708994708994,8.2944,15.760900000000001,2.88,3.97,28,27,28,Detroit Tigers,Detroit Tigers,Michigan,2314007,1727107,2500.0,3214.8900000000003,50.0,56.7,9,11,9,11,162,57,Spencer Turnbull,4,16,2,4,586900,212407,11,11,215.0,215,16,16,0.05555555555555555,0.19298245614035087,SP,SP,0.4753086419753086,0.4035087719298245,0,0,0,0,1936,2601,44,51,586900,212407,586900,573500,0.007,0.005,586900,573500,0.0,5792.7321,0.0,76.11,586900,573500,21500000,19350000,586900,573500,77,23,1.7424000000000002,1.1881000000000002,1.32,1.09,0.9603999999999999,1.7956000000000003,0.98,1.34,4,4,144,841,12,29,16,16,4,4,13.282609726546426,13.282609726546426,13.282609726546426
WSH,WSH,No,6.5,6.5,2027,2027,2021,7,7,1,0,256,64,16,8,0,0,6,10,1,1,144,36,121,36,11,6,12,6,2.25,4.0,1.5,2.0,0.4162330905306972,0.04000000000000001,0.6451612903225806,0.2,0.9365244536940688,0.16000000000000003,0.967741935483871,0.4,20.884900000000002,116.64000000000001,4.57,10.8,31,31,32,Washington Nationals,Washington Nationals,Washington DC,139376586,105805158,470.89,25.0,21.7,5.0,5,2,5,2,162,62,Stephen Strasburg,4,1,2,1,23571428,8730158,1,1,235.0,235,6,6,0.030864197530864196,0.03225806451612903,SP,SP,0.4012345679012346,0.4193548387096774,0,0,0,0,441,4,21,2,23571429,8730159,35000000,35000000,0.163,0.116,35000000,35000000,0.0,0.0,0.0,0.0,35000000,35000000,28000000,316750000,245000000,245000000,65,26,0.0004,0.38616860499155536,0.02,0.6214246575342464,1.9043999999999996,3.24,1.38,1.8,1,1,196,1,14,1,1,0,1,0,16.97554590099136,17.37085861945369,17.37085861945369
PIT,PIT,No,6.0,6.0,2024,2024,2021,1,1,1,1,1089,841,33,29,0,0,2,3,2,2,324,289,324,256,18,16,18,17,2.506944444444444,2.9834710743801653,1.5833333333333333,1.7272727272727273,0.18767350024110832,0.26545420640709927,0.4332129963898917,0.5152224824355972,0.4704870387988896,0.7919749463881226,0.6859205776173285,0.8899297423887588,34.339600000000004,11.424399999999999,5.86,3.38,28,27,29,Pittsburgh Pirates,Pittsburgh Pirates,Pennsylvania,3580760,1530760,767.29,1823.2900000000002,27.7,42.7,7,10,7,11,161,59,Steven Brault,9,9,3,3,2050000,218704,9,9,195.0,195,17,17,0.043478260869565216,0.1864406779661017,SP,SP,0.3726708074534161,0.3220338983050847,0,0,0,0,361,1444,19,38,2050000,218704,2050000,590500,0.038,0.009,2050000,590500,0.0,4491.680399999999,0.0,67.02,2050000,590500,1500000,3900000,2050000,590500,60,19,1.5011196963456546,0.5041,1.22520190023753,0.71,2.6569,1.44,1.63,1.2,5,5,144,484,12,22,0,1,0,1,14.53335035111459,14.53335035111459,14.53335035111459
TOR,NYM,No,6.2,6.2,2022,2022,2021,1,1,1,1,24964,1764,158,42,0,0,6,5,1,2,4900,1089,4096,1089,64,33,70,33,11.214710654407789,12.96,3.3488372093023258,3.6,0.08141612092033243,0.10610192150579849,0.28533510285335106,0.32573289902280134,0.9130582387258049,1.3750809027151483,0.9555408095554082,1.1726384364820848,14.5924,93.89609999999999,3.82,9.69,29,28,30,Toronto Blue Jays,New York Mets,Toronto,12538438,7338438,22710.489999999998,942.49,150.7,30.7,29,6,29,9,163,60,Steven Matz,49,25,7,5,5200000,1888889,2,5,201.0,201,8,9,0.17791411042944785,0.15,SP,RP,0.5644171779141104,0.4333333333333333,0,0,0,0,20736,1296,144,36,5200000,1888889,5200000,5000000,0.035,0.023,5200000,5000000,4070.4399999999996,0.0,63.8,0.0,5200000,5000000,186250000,26300000,5200000,5000000,92,26,4.2848999999999995,0.38616860499155536,2.07,0.6214246575342464,1.7689000000000001,2.8899999999999997,1.33,1.7,2,2,1849,100,43,10,196,0,14,0,15.464169183551656,15.464169183551656,15.464169183551656
STL,OAK,No,6.3,6.3,0,2021,2021,1,1,1,1,1024,676,32,26,0,0,2,2,2,5,121,100,121,100,11,10,11,10,5.4444444444444455,3.24,2.3333333333333335,1.8,0.05408328826392644,0.05834441877290019,0.23255813953488372,0.24154589371980678,0.2944534583258217,0.1890359168241966,0.5426356589147286,0.43478260869565216,6.5536,19.009600000000002,2.56,4.36,31,30,32,St. Louis Cardinals,Oakland Athletics,Missouri,5217336,4792632,1497.6900000000003,428.48999999999995,38.7,20.7,0,0,38,23,161,60,T.J. McFarland,1,0,1,0,424704,666667,23,15,200.0,200,31,29,0.2360248447204969,0.38333333333333336,RP,RP,0.5527950310559007,0.6,0,0,0,0,441,81,21,9,424704,666667,1000000,1800000,0.003,0.018,1000000,1800000,0.0,105.67839999999998,0.0,10.28,1000000,1800000,17000000,7500000,1000000,1800000,89,36,0.6561000000000001,0.016900000000000002,0.81,0.13,1.1236000000000002,2.25,1.06,1.5,11,9,81,25,9,5,16,4,4,2,12.959147734670006,13.815510557964274,13.815510557964274
NYM,TOR,Si,6.4,6.4,0,0,2021,3,1,0,0,17689,1849,133,43,0,0,9,3,2,1,7056,529,6241,256,79,16,84,23,7.046611570247935,6.925207756232688,2.6545454545454548,2.6315789473684212,0.1196550769352478,0.1270728539295784,0.34591194968553457,0.35647279549718575,0.843162849570824,0.8800059136397397,0.9182389937106918,0.9380863039399625,19.9809,7.290000000000001,4.47,2.7,28,27,28,New York Mets,Toronto Blue Jays,New York,25520097,15520097,25281.0,2840.89,159.0,53.3,29,11,31,11,162,61,Taijuan Walker,121,9,11,3,10000000,724151,5,2,235.0,235,9,8,0.19135802469135801,0.18032786885245902,SP,SP,0.4753086419753086,0.5245901639344263,0,0,0,0,21316,2500,146,50,10000000,724151,10000000,2000000,0.05,0.013,10000000,2370370,1517.1025000000002,5864.4964,38.95,76.58,7666667,2000000,94150000,108000000,23000000,2000000,77,32,0.25,0.1369,0.5,0.37,1.3923999999999999,1.3456,1.18,1.16,2,2,3025,361,55,19,49,16,7,4,16.11809565095832,16.11809565095832,16.11809565095832
BOS,BOS,No,6.5,6.5,0,0,2021,1,1,1,1,3249,36,57,6,0,0,6,8,1,1,1024,4,729,1,27,1,32,2,17.16326530612245,5.4444444444444455,4.142857142857143,2.3333333333333335,0.09262759924385634,0.28027681660899656,0.30434782608695654,0.5294117647058824,1.5897920604914935,1.5259515570934257,1.2608695652173914,1.2352941176470589,12.3904,0.28090000000000004,3.52,0.53,24,23,25,Boston Red Sox,Boston Red Sox,Massachusetts,2847319,2654995,4761.0,289.0,69.0,17.0,13,3,18,3,162,60,Tanner Houck,25,0,5,0,192324,40495,14,14,230.0,230,25,24,0.1111111111111111,0.05,SP,SP,0.5679012345679012,0.4,1,0,1,0,7569,441,87,21,192324,40495,577000,563500,0.001,0.001,577000,563500,4379.792400000001,0.0,66.18,0.0,577000,563500,31850000,19100000,577000,563500,92,24,2.5600000000000005,1.6641000000000001,1.6,1.29,1.2768999999999997,0.7744,1.13,0.88,9,9,441,81,21,9,1,9,1,3,12.166936728781575,13.265597545490236,13.265597545490236
WSH,WSH,No,6.2,6.2,0,0,2021,1,1,0,0,841,64,29,8,0,0,6,10,1,1,729,36,676,36,26,6,27,6,2.8223999999999996,20.897959183673468,1.68,4.571428571428571,0.6219586223367731,0.11890606420927465,0.7886435331230284,0.3448275862068965,1.7554160156833085,2.4848940765366785,1.3249211356466877,1.5763546798029555,54.6121,7.0756000000000006,7.39,2.66,28,27,28,Washington Nationals,Washington Nationals,Washington DC,1552626,1109246,1004.89,412.09000000000003,31.7,20.3,0,0,38,20,162,62,Tanner Rainey,9,1,3,1,443380,211926,1,1,235.0,235,6,6,0.2345679012345679,0.3225806451612903,RP,RP,0.4012345679012346,0.4193548387096774,9,0,3,0,1764,1024,42,32,443380,211926,589000,572200,0.003,0.003,589000,572200,0.0,5713.8481,0.0,75.59,589000,572200,28000000,316750000,589000,572200,65,26,1.5011196963456546,1.0201,1.22520190023753,1.01,2.9240999999999997,0.5476,1.71,0.74,1,1,625,49,25,7,1,1,1,1,13.002182469147945,13.286181462633724,13.286181462633724
BAL,BAL,No,6.0,6.0,2026,2025,2021,1,1,0,0,2304,144,48,12,0,0,3,2,1,1,1156,25,961,9,31,3,34,5,3.579254930606282,5.289999999999999,1.8918918918918919,2.3,0.4694787379972566,0.23337767509160076,0.6851851851851852,0.48309178743961356,1.680384087791495,1.234567901234568,1.2962962962962963,1.1111111111111112,26.7289,1.7161000000000002,5.17,1.31,26,25,26,Baltimore Orioles,Baltimore Orioles,Maryland,2109017,1529017,2916.0,428.48999999999995,54.0,20.7,0,0,62,25,162,62,Tanner Scott,16,0,4,0,580000,210556,7,7,235.0,235,14,14,0.38271604938271603,0.4032258064516129,RP,RP,0.3209876543209876,0.4354838709677419,0,1,0,1,4900,529,70,23,580000,210556,580000,568500,0.014,0.009,580000,568500,182.52009999999999,6129.324100000001,13.51,78.29,580000,568500,3300000,3800000,580000,568500,52,27,1.5011196963456546,1.5876000000000001,1.22520190023753,1.26,2.4649,1.1449,1.57,1.07,3,3,1369,100,37,10,25,0,5,0,13.270783382522602,13.270783382522602,13.270783382522602
DET,DET,No,6.3,6.3,0,0,2021,1,1,0,0,19881,784,141,28,0,0,5,5,1,1,5776,441,5184,400,72,20,76,21,12.175645088275239,11.31404958677686,3.4893617021276597,3.3636363636363638,0.09910055813039549,0.1181640625,0.3148024112525117,0.34375,1.2066132238456844,1.3369140625,1.0984594775619556,1.15625,18.8356,31.6969,4.34,5.63,24,23,24,Detroit Tigers,Detroit Tigers,Michigan,1055130,480830,22290.49,1024.0,149.3,32.0,29,7,31,8,162,57,Tarik Skubal,144,16,12,4,574300,130830,11,11,215.0,215,16,16,0.19135802469135801,0.14035087719298245,SP,SP,0.4753086419753086,0.4035087719298245,0,0,0,0,26896,1369,164,37,574300,130830,574300,563500,0.007,0.003,574300,563500,1848.1401,1572.9155999999998,42.99,39.66,574300,563500,21500000,19350000,574300,563500,77,23,3.0276,0.38616860499155536,1.74,0.6214246575342464,1.5876000000000001,1.4884,1.26,1.22,4,4,2209,121,47,11,64,1,8,1,13.260907186852387,13.260907186852387,13.260907186852387
TEX,TEX,No,6.5,6.5,2026,2025,2021,1,1,0,0,9216,169,96,13,0,0,4,4,2,2,3364,64,2916,49,54,7,58,8,4.7981859410430845,4.37190082644628,2.1904761904761907,2.090909090909091,0.1621548578892843,0.40429015336295904,0.4026845637583893,0.6358381502890174,0.778049159396203,1.7675164556116139,0.8820709491850431,1.329479768786127,21.715600000000002,13.249600000000001,4.66,3.64,26,25,26,Texas Rangers,Texas Rangers,Texas,1565135,982635,10878.49,299.29,104.3,17.3,11,0,42,14,162,59,Taylor Hearn,25,0,5,0,582500,152635,2,2,210.0,210,8,8,0.25925925925925924,0.23728813559322035,RP,RP,0.3703703703703703,0.3728813559322034,0,0,0,0,8464,529,92,23,582500,152635,582500,563500,0.006,0.002,582500,563500,0.0,0.0,0.0,0.0,582500,563500,5865500,55750000,582500,563500,60,22,0.0001,0.019600000000000003,0.01,0.14,1.7424000000000002,1.9043999999999996,1.32,1.38,0,0,1764,121,42,11,36,1,6,1,13.275084464421992,13.275084464421992,13.275084464421992
MIN,MIN,No,6.3,6.3,0,0,2021,1,1,0,0,1444,676,38,26,0,0,6,7,1,1,324,196,225,81,15,9,18,14,54.390625,36.0,7.375,6.0,0.0394066831271666,0.04000000000000001,0.19851116625310175,0.2,2.1433541244635457,1.44,1.4640198511166254,1.2,11.2225,16.4025,3.35,4.05,30,29,30,Minnesota Twins,Minnesota Twins,Minnesota,10782733,4782733,1624.0899999999997,400.0,40.3,20.0,0,0,40,21,163,60,Taylor Rogers,16,16,4,4,6000000,1648148,6,6,190.0,190,17,17,0.24539877300613497,0.35,RP,RP,0.4478527607361963,0.6,81,81,9,9,3481,576,59,24,6000000,1648148,6000000,4450000,0.05,0.03,6000000,4450000,0.0,4505.094400000001,0.0,67.12,6000000,4450000,41750000,134000000,6000000,4450000,73,36,0.18489999999999998,0.38616860499155536,0.43,0.6214246575342464,1.2995999999999999,2.25,1.14,1.5,3,3,64,16,8,4,4,4,2,2,15.60727002719233,15.60727002719233,15.60727002719233
ARI,ARI,No,6.0,6.0,2026,0,2021,1,1,0,0,4225,196,65,14,0,0,5,4,1,1,1444,100,1156,100,34,10,38,10,3.892622352081812,3.3611111111111107,1.972972972972973,1.8333333333333333,0.27700831024930744,0.36,0.5263157894736842,0.6,1.0782887401888674,1.2100000000000002,1.038406827880512,1.1,18.922499999999996,20.25,4.35,4.5,26,25,26,Arizona Diamondbacks,Arizona Diamondbacks,Arizona,860815,308703,4942.089999999999,400.0,70.3,20.0,13,0,23,12,163,60,Taylor Widener,1,1,1,1,552112,208703,1,1,195.0,195,6,6,0.1411042944785276,0.2,SP,RP,0.3251533742331288,0.4166666666666667,0,0,0,0,5329,484,73,22,552112,208704,583400,563500,0.006,0.003,583400,563500,249.00839999999997,0.0,15.78,0.0,583400,563500,8500000,24650000,583400,563500,53,25,0.7055999999999999,0.016900000000000002,0.84,0.13,2.1025,1.6900000000000002,1.45,1.3,1,1,1369,144,37,12,4,0,2,0,13.221506203228829,13.276628336415758,13.276628336415758
CIN,CIN,No,6.4,6.4,0,0,2021,1,1,0,0,289,400,17,20,0,0,1,4,2,2,64,121,64,121,8,11,8,11,10.437869822485208,7.91015625,3.230769230769231,2.8125,0.14880821350896808,0.2054426245295284,0.38575667655786344,0.453257790368272,1.5532407611231938,1.6250832604386523,1.2462908011869436,1.274787535410765,4.5796,7.839999999999999,2.14,2.8,27,26,27,Cincinnati Reds,Cincinnati Reds,Ohio,1085145,504645,1135.6900000000003,1246.0899999999997,33.7,35.3,0,4,23,13,163,59,Tejay Antone,0,9,0,3,580500,196245,10,10,230.0,230,16,16,0.1411042944785276,0.22033898305084745,RP,RP,0.50920245398773,0.5254237288135594,9,0,3,0,1764,2025,42,45,580500,196245,580500,563500,0.005,0.004,580500,563500,0.0,0.0,0.0,0.0,580500,563500,1500000,144825000,580500,563500,83,31,4.120899999999999,0.9216,2.03,0.96,0.7921,1.0404,0.89,1.02,5,5,169,256,13,16,4,0,2,0,13.271645080120082,13.271645080120082,13.271645080120082
BAL,BAL,No,6.2,6.2,2026,2026,2021,1,1,1,1,1156,1156,34,34,0,0,3,2,1,1,484,289,484,225,22,15,22,17,1.2100000000000002,3.1604938271604937,1.1,1.7777777777777777,0.13032881961188078,0.06727071896619023,0.36101083032490977,0.25936599423631124,0.15769787173037578,0.21260869204129257,0.39711191335740076,0.4610951008645533,51.2656,15.132100000000001,7.16,3.89,26,25,27,Baltimore Orioles,Baltimore Orioles,Maryland,1560060,1385241,767.29,1204.0900000000001,27.7,34.7,6,4,9,12,162,62,Thomas Eshelman,9,1,3,1,174819,183785,7,7,225.0,225,14,14,0.05555555555555555,0.1935483870967742,SP,RP,0.3209876543209876,0.4354838709677419,0,0,0,0,121,256,11,16,174819,183785,570500,563500,0.004,0.008,570500,563500,0.0,0.0,0.0,0.0,570500,563500,3300000,3800000,570500,563500,52,27,1.5011196963456546,0.48999999999999994,1.22520190023753,0.7,2.5281000000000002,1.5376,1.59,1.24,3,3,100,81,10,9,0,9,0,3,12.071506431948801,13.254268448284268,13.254268448284268
TOR,TOR,No,6.1,6.1,0,0,2021,1,1,0,0,121,324,11,18,0,0,6,3,1,1,49,121,49,64,7,8,7,11,1.7777777777777777,3.130177514792899,1.3333333333333333,1.7692307692307692,0.4162330905306972,0.24432910696988536,0.6451612903225806,0.49429657794676807,0.7399699387212393,0.7647934768465641,0.8602150537634408,0.8745247148288973,45.5625,7.4529,6.75,2.73,26,25,26,Toronto Blue Jays,Toronto Blue Jays,Toronto,1163027,782603,86.49000000000001,691.69,9.3,26.3,2,1,3,17,163,61,Thomas Hatch,1,1,1,1,380424,208703,2,2,205.0,205,8,8,0.018404907975460124,0.2786885245901639,SP,RP,0.5644171779141104,0.5245901639344263,0,0,0,0,64,529,8,23,380424,208704,584800,563500,0.003,0.004,584800,563500,0.0,0.0,0.0,0.0,584800,563500,186250000,108000000,584800,563500,92,32,1.5011196963456546,0.42250000000000004,1.22520190023753,0.65,3.3124000000000002,1.3923999999999999,1.82,1.18,2,2,36,169,6,13,0,9,0,3,12.849041699145838,13.279025187417705,13.279025187417705
SD,SD,No,6.4,6.4,2025,2025,2021,1,1,1,1,2601,289,51,17,0,0,4,2,5,5,1156,81,576,81,24,9,34,9,5.928166351606806,11.111111111111112,2.4347826086956523,3.3333333333333335,0.14842498365641718,0.1111111111111111,0.38525963149078724,0.3333333333333333,0.8798879938497624,1.234567901234568,0.9380234505862646,1.1111111111111112,13.1044,20.25,3.62,4.5,30,29,31,San Diego Padres,San Diego Padres,California,1696964,1100964,3564.09,324.0,59.7,18.0,0,0,78,23,162,61,Tim Hill,36,0,6,0,596000,216944,2,2,200.0,200,6,6,0.48148148148148145,0.3770491803278688,RP,RP,0.4876543209876543,0.6229508196721312,1,0,1,0,3136,400,56,20,596000,216944,596000,585750,0.003,0.003,596000,585750,463.97159999999997,1614.4324,21.54,40.18,596000,585750,25200000,43000000,596000,585750,79,38,1.5011196963456546,0.38616860499155536,1.22520190023753,0.6214246575342464,1.5376,1.6384,1.24,1.28,0,0,529,36,23,6,36,9,6,3,13.297995946047488,13.297995946047488,13.297995946047488
TB,PHI,No,6.3,6.3,0,0,2021,1,1,0,0,16,484,4,22,0,0,7,4,2,2,0,121,0,121,0,11,0,11,4.0,17.361111111111114,2.0,4.166666666666667,0.140625,0.05900768739038503,0.375,0.24291497975708504,0.5625,1.0244390171941844,0.75,1.0121457489878543,0.0,16.080099999999998,0.0,4.01,34,33,34,Tampa Bay Rays,Philadelphia Phillies,Florida,34977786,33151139,64.0,610.0899999999999,8.0,24.7,1,0,4,24,162,60,Tommy Hunter,0,1,0,1,870984,314815,2,7,250.0,250,7,14,0.024691358024691357,0.4,RP,RP,0.6172839506172839,0.4666666666666667,0,1,0,1,36,625,6,25,870984,314815,2250000,850000,0.012,0.004,2250000,850000,0.0,2850.4921,0.0,53.39,2250000,850000,18725000,134350000,2250000,850000,100,28,0.16000000000000003,0.3844,0.4,0.62,0.7744,1.2768999999999997,0.88,1.13,0,2,9,36,3,6,0,0,0,0,13.677378885975903,14.626440774180603,14.626440774180603
SF,SF,Si,6.3,6.3,2022,2021,2021,1,1,1,1,1600,169,40,13,0,0,8,3,5,5,676,64,625,25,25,5,26,8,5.975308641975309,25.0,2.4444444444444446,5.0,0.09868150544118856,0.027777777777777776,0.31413612565445026,0.16666666666666666,0.5896524522658675,0.6944444444444445,0.7678883071553229,0.8333333333333334,15.366399999999999,6.25,3.92,2.5,35,34,36,San Francisco Giants,San Francisco Giants,California,26899592,25899592,3283.2899999999995,324.0,57.3,18.0,0,0,62,21,163,60,Tony Watson,16,0,4,0,349440,2592592,23,23,218.0,218,27,26,0.3803680981595092,0.35,RP,RP,0.6625766871165644,0.4833333333333333,0,4,0,2,1936,225,44,15,349440,2592592,1000000,3000000,0.002,0.035,1000000,4481481,3777.3316,2664.6243999999997,61.46,51.62,1000000,3000000,36200000,18250000,1000000,3000000,108,29,0.016900000000000002,0.0225,0.13,0.15,1.0201,0.7921,1.01,0.89,8,8,324,9,18,3,49,1,7,1,12.764087152098623,13.815510557964274,13.815510557964274
LAD,CIN,Si,6.1,6.1,2024,2021,2021,3,1,1,1,5041,1681,71,41,3333333,0,7,4,5,2,1296,289,961,196,31,14,36,17,13.710007304601898,34.60207612456748,3.7027027027027026,5.882352941176471,0.11802446529054797,0.05423156314505535,0.3435468895078923,0.2328767123287671,1.6181162812551457,1.8765246762994932,1.2720519962859795,1.36986301369863,6.708099999999999,2.9929,2.59,1.73,29,28,30,Los Angeles Dodgers,Cincinnati Reds,California,77877314,39877314,11599.29,5329.0,107.7,73.0,17,11,17,11,162,59,Trevor Bauer,25,16,5,4,38000000,6481481,25,10,205.0,205,35,16,0.10493827160493827,0.1864406779661017,SP,SP,0.654320987654321,0.5254237288135594,0,0,0,0,18769,10000,137,100,31333333,6481481,28000000,17500000,0.118,0.117,31333333,17500000,1914.9375999999997,6595.064099999999,43.76,81.21,34000000,17500000,160320500,144825000,102000000,17500000,106,31,9.0,8.7025,3.0,2.95,1.0,0.6400000000000001,1.0,0.8,7,5,1369,289,37,17,64,25,8,5,17.26019304092787,17.14771506813948,17.26019304092787
PIT,SF,Si,6.4,6.4,2022,2021,2021,1,1,1,1,1764,256,42,16,0,0,2,3,2,5,841,100,729,81,27,9,29,10,5.224489795918367,4.903061224489797,2.2857142857142856,2.2142857142857144,0.14317019722425128,0.31360000000000005,0.3783783783783784,0.56,0.7479912344777211,1.5376,0.8648648648648649,1.24,43.1649,10.497600000000002,6.57,3.24,32,31,33,Pittsburgh Pirates,San Francisco Giants,Pennsylvania,50702256,49202256,1369.0,625.0,37.0,25.0,8,6,9,11,161,60,Trevor Cahill,25,4,5,2,1500000,740740,9,23,230.0,230,17,26,0.055900621118012424,0.18333333333333332,SP,RP,0.3726708074534161,0.4833333333333333,0,0,0,0,1024,961,32,31,1500000,740741,1500000,2000000,0.028,0.01,1500000,2000000,0.0,0.0,0.0,0.0,1500000,2000000,1500000,18250000,1500000,2000000,60,29,1.5011196963456546,0.32489999999999997,1.22520190023753,0.57,2.2801,1.44,1.51,1.2,5,8,196,196,14,14,1,1,1,1,14.22097566607244,14.22097566607244,14.22097566607244
NYM,MIN,Si,6.5,6.5,0,0,2021,2,1,0,0,3025,400,55,20,0,0,9,7,2,1,841,121,625,100,25,10,29,11,11.960069444444445,29.469387755102044,3.4583333333333335,5.428571428571429,0.1465167921979808,0.09025769492899112,0.3827751196172249,0.3004291845493562,1.7523510094650863,2.6598390097441467,1.3237639553429026,1.630901287553648,12.8881,14.8996,3.59,3.86,31,30,31,New York Mets,Minnesota Twins,New York,12474289,4474289,3931.2900000000004,542.89,62.7,23.3,0,0,68,24,162,60,Trevor May,9,0,3,0,8000000,816667,5,6,240.0,240,9,17,0.41975308641975306,0.4,RP/CL,RP/CL,0.4753086419753086,0.6,16,4,4,2,6889,1444,83,38,8000000,816667,7750000,2205000,0.04,0.015,8000000,2205000,161.03609999999998,2500.0,12.69,50.0,7750000,2205000,94150000,134000000,15500000,2205000,77,36,0.2025,0.004900000000000001,0.45,0.07,1.5876000000000001,1.3456,1.26,1.16,2,3,576,49,24,7,49,1,7,1,15.89495209964411,15.86320340132953,15.89495209964411
MIA,MIA,No,6.5,6.5,0,0,2021,1,1,0,0,11449,1024,107,32,0,0,2,6,2,2,2116,400,1521,361,39,19,46,20,11.648865784499055,9.0,3.4130434782608696,3.0,0.11962236418112951,0.21556122448979592,0.3458646616541353,0.4642857142857143,1.3934648651704449,1.9400510204081631,1.1804511278195489,1.3928571428571428,6.969600000000001,37.332100000000004,2.64,6.11,23,22,23,Miami Marlins,Miami Marlins,Florida,4076410,3505910,17689.0,784.0,133.0,28.0,25,6,26,7,162,60,Trevor Rogers,64,4,8,2,570500,105910,2,2,217.0,217,3,3,0.16049382716049382,0.11666666666666667,SP,SP,0.4135802469135802,0.5166666666666667,0,0,0,0,24649,1521,157,39,570500,105910,570500,563500,0.01,0.003,570500,563500,8302.8544,829.44,91.12,28.8,570500,563500,10000000,25350000,570500,563500,67,31,11.9716,0.38616860499155536,3.46,0.6214246575342464,1.3224999999999998,2.5921000000000003,1.15,1.61,2,2,2116,169,46,13,49,1,7,1,13.254268448284268,13.254268448284268,13.254268448284268
NYM,PIT,Si,6.3,6.3,0,0,2021,1,1,1,1,11025,4356,105,66,0,0,9,3,2,2,2601,1764,1936,1444,44,38,51,42,8.428720083246619,5.4444444444444455,2.903225806451613,2.3333333333333335,0.11604878637845671,0.1442076590290018,0.34065934065934067,0.379746835443038,0.9781427363844947,0.7851305880467875,0.989010989010989,0.8860759493670887,18.922499999999996,38.1924,4.35,6.18,28,27,29,New York Mets,Pittsburgh Pirates,New York,6930067,4080067,8281.0,3058.0899999999997,91.0,55.3,15,11,23,11,162,59,Trevor Williams,4,64,2,8,549355,1046296,5,9,230.0,230,9,17,0.1419753086419753,0.1864406779661017,SP,SP,0.4753086419753086,0.3220338983050847,0,0,0,0,8100,2401,90,49,199355,1046296,2500000,2825000,0.001,0.041,2850000,2825000,410.0625,698.0164000000001,20.25,26.42,2500000,2825000,94150000,3900000,2500000,2825000,77,19,1.5011196963456546,0.38616860499155536,1.22520190023753,0.6214246575342464,2.25,2.4649,1.5,1.57,2,5,961,441,31,21,16,4,4,2,12.202842434009888,14.73180128983843,14.862829552244833
